state,latitude,longitude,uid,stat_abr,date,mmwr_week,week,cases_total,cases_new,death_total,death_new,total_beds,total_icu,used_inpatient,used_icu,distributed_janssen,series_complete_janssen,distributed_moderna,series_complete_moderna,distributed_pfizer,series_complete_pfizer,distributed,dist_per_100k,administered,admin_per_100k,administered_dose1_recip,administered_dose1_pop_pct,series_complete_yes,series_complete_pop_pct,additional_doses,additional_doses_vax_pct,additional_doses_janssen,additional_doses_moderna,additional_doses_pfizer
Arkansas,34.7519275,-92.1313784,AR202145,AR,2021-11-14,46,45,519760,307,8567,5,60958.0,9612.0,38192.0,7025.0,219000,102473,2032180,620117,2495060,747234,4746240,157275,3397917,112596,1786459,59.2,1470603,48.7,241182.0,16.4,2023.0,100978.0,137801.0
Arkansas,34.7519275,-92.1313784,AR202144,AR,2021-11-07,45,44,516245,266,8497,14,60721.0,9626.0,37594.0,7080.0,215400,101742,1980060,616364,2294100,741248,4599360,152408,3323664,110135,1765028,58.5,1460131,48.4,199269.0,13.6,1302.0,74267.0,123320.0
Arkansas,34.7519275,-92.1313784,AR202143,AR,2021-10-31,44,43,513215,221,8376,6,60686.0,9589.0,37063.0,7121.0,213900,101016,1947380,612304,2292930,735568,4454210,147598,3256987,107926,1751741,58.0,1449656,48.0,155638.0,10.7,534.0,45482.0,109244.0
Arkansas,34.7519275,-92.1313784,AR202142,AR,2021-10-24,43,42,510245,246,8281,14,61572.0,9748.0,38279.0,7138.0,202800,100342,1881720,607026,2241090,729601,4325610,143336,3184386,105520,1737710,57.6,1437716,47.6,108293.0,7.5,96.0,12499.0,95328.0
Arkansas,34.7519275,-92.1313784,AR202141,AR,2021-10-17,42,41,506956,383,8200,5,61400.0,9832.0,38212.0,7397.0,199600,98741,1827580,598430,2197260,715667,4224440,139984,3143242,104157,1712381,56.7,1413580,46.8,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202140,AR,2021-10-10,41,40,502872,467,8120,9,61779.0,9947.0,39532.0,7707.0,195700,97693,1814760,593890,2167830,705463,4178290,138455,3092547,102477,1698944,56.3,1397776,46.3,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202139,AR,2021-10-03,40,39,498062,486,7740,16,62174.0,9956.0,39347.0,7746.0,192900,97251,1791680,590441,2127150,696569,4111730,136249,3049839,101062,1688504,56.0,1384987,45.9,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202138,AR,2021-09-26,39,38,492650,417,7590,15,61694.0,9924.0,39388.0,7890.0,186000,96478,1774420,584874,2033100,685361,3993520,132332,2993190,99184,1675687,55.5,1367406,45.3,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202137,AR,2021-09-19,38,37,484884,567,7458,24,61907.0,9926.0,39960.0,8131.0,183800,94853,1753840,577429,2019060,673080,3956700,131112,2954816,97913,1662122,55.1,1346047,44.6,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202136,AR,2021-09-12,37,36,475001,1116,7267,35,61988.0,9954.0,40869.0,8410.0,178900,93906,1711100,566703,1979370,657143,3869370,128218,2908565,96380,1645766,54.5,1318412,43.7,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202135,AR,2021-09-05,36,35,463795,1072,7057,19,61985.0,10015.0,39728.0,8508.0,178900,93115,1682240,554345,1924380,640620,3785520,125440,2857875,94700,1627777,53.9,1288656,42.7,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202134,AR,2021-08-29,35,34,449383,787,6879,25,61739.0,9930.0,40234.0,8315.0,178900,91845,1655940,539203,1892790,615047,3727630,123521,2784921,92283,1600965,53.1,1246568,41.3,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202133,AR,2021-08-22,34,33,435256,1229,6674,29,61946.0,9851.0,40152.0,8180.0,178900,90436,1601060,523391,1775880,589289,3555840,117829,2704473,89617,1568334,52.0,1203470,39.9,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202132,AR,2021-08-15,33,32,419807,1517,6467,22,61896.0,10179.0,39773.0,7975.0,178900,88714,1525320,510577,1644570,565795,3348790,110968,2623952,86949,1529378,50.7,1165348,38.6,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202131,AR,2021-08-08,32,31,404277,1369,6301,11,62076.0,10234.0,40105.0,7671.0,178900,86872,1465260,501432,1554570,545760,3198730,105995,2546791,84392,1482755,49.1,1134265,37.6,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202130,AR,2021-08-01,31,30,388436,1984,6157,16,62941.0,10338.0,40129.0,7528.0,178900,83990,1397640,494545,1469970,522416,3046510,100951,2455566,81369,1422822,47.1,1101135,36.5,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202129,AR,2021-07-25,30,29,375350,1022,6054,6,62854.0,10373.0,40254.0,7363.0,178900,81670,1348260,488902,1428570,514276,2955730,97943,2390909,79227,1372629,45.5,1085026,36.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202128,AR,2021-07-18,29,28,364280,850,6002,5,62973.0,10132.0,40315.0,7319.0,178900,79795,1315740,483612,1404720,504398,2899360,96075,2330266,77217,1327799,44.0,1067975,35.4,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202127,AR,2021-07-11,28,27,356802,671,5952,2,63057.0,10244.0,39863.0,7163.0,178900,77834,1298820,478976,1399320,496860,2877040,95336,2286921,75781,1297247,43.0,1053835,34.9,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202126,AR,2021-07-04,27,26,351407,414,5917,2,62186.0,10015.0,37025.0,6971.0,178900,76377,1291780,474312,1381770,490899,2852450,94521,2257743,74814,1279156,42.4,1041749,34.5,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202125,AR,2021-06-27,26,25,347896,321,5895,1,61280.0,9883.0,38025.0,6925.0,178900,74290,1276140,468080,1381770,480708,2836810,94002,2218870,73526,1257381,41.7,1023237,33.9,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202124,AR,2021-06-20,25,24,345605,222,5874,3,61519.0,9889.0,38719.0,6895.0,178900,72525,1262880,460544,1375920,471570,2817700,93369,2185888,72433,1241645,41.1,1004791,33.3,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202123,AR,2021-06-13,24,23,343964,91,5861,1,61195.0,9370.0,37968.0,6365.0,178800,70443,1254660,450340,1370070,457115,2803530,92900,2143908,71042,1224374,40.6,978042,32.4,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202122,AR,2021-06-06,23,22,342433,88,5846,0,62022.0,10020.0,38147.0,6473.0,178800,68616,1250140,444084,1364220,445480,2793160,92556,2111201,69958,1209937,40.1,958320,31.8,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202121,AR,2021-05-30,22,21,341351,61,5832,2,62100.0,9978.0,36747.0,6479.0,177200,66631,1236140,436022,1357200,437794,2770540,91806,2077244,68833,1192829,39.5,940582,31.2,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202120,AR,2021-05-23,21,20,340137,97,5817,1,62353.0,10027.0,37861.0,6593.0,175500,62723,1217160,422089,1349010,427183,2741670,90850,2025275,67111,1166144,38.6,912124,30.2,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202119,AR,2021-05-16,20,19,338782,95,5794,1,61472.0,9969.0,37146.0,6579.0,174000,60108,1206440,407487,1339650,415684,2720090,90135,1966843,65175,1134540,37.6,883404,29.3,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202118,AR,2021-05-09,19,18,337510,95,5761,1,61601.0,9959.0,36797.0,6561.0,162700,56095,1186520,384229,1327950,399751,2677170,88713,1900002,62960,1107515,36.7,840192,27.8,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202117,AR,2021-05-02,18,17,336105,137,5743,2,61664.0,9943.0,36959.0,6646.0,160200,54083,1168200,359212,1316250,374835,2644650,87635,1824158,60447,1081910,35.9,788238,26.1,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202116,AR,2021-04-25,17,16,334706,64,5718,1,62063.0,9941.0,36879.0,6475.0,157900,53242,1146200,329772,1282320,340970,2586420,85705,1724751,57153,1051126,34.8,724087,24.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202115,AR,2021-04-18,16,15,333452,45,5694,1,61782.0,9815.0,36408.0,6319.0,157900,52586,1044100,296116,1168830,302388,2370830,78561,1611803,53410,1010421,33.5,651184,21.6,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202114,AR,2021-04-11,15,14,332053,0,5661,0,62410.0,9972.0,36595.0,6451.0,153700,45338,956300,257340,1028430,264496,2138430,70860,1469291,48687,944947,31.3,567249,18.8,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202113,AR,2021-04-04,14,13,331054,84,5643,2,62080.0,9979.0,35461.0,6178.0,73600,33455,910200,224660,924300,223884,1908100,63228,1306811,43303,856162,28.4,482062,16.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202112,AR,2021-03-28,13,12,329929,69,5595,5,61986.0,9883.0,34957.0,6115.0,59000,24605,802400,189461,801450,189282,1662850,55101,1143893,37905,763783,25.3,403398,13.4,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202111,AR,2021-03-21,12,11,328655,108,5539,6,61894.0,9850.0,35446.0,6396.0,37500,16795,745000,163726,684450,164457,1466950,48610,999488,33120,670894,22.2,345022,11.4,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202110,AR,2021-03-14,11,10,326943,130,5474,19,62241.0,9971.0,36774.0,6540.0,33000,7143,638300,151638,580320,151012,1251620,41475,882630,29247,579157,19.2,309827,10.3,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202109,AR,2021-03-07,10,09,324818,165,5319,22,61645.0,10013.0,36739.0,6845.0,31300,62,559600,129525,497250,144831,1088150,36058,765260,25358,489149,16.2,274438,9.1,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202107,AR,2021-02-21,8,07,315514,284,5357,9,61460.0,9906.0,37085.0,6944.0,0,0,0,0,0,0,691525,22915,528467,17512,368165,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202106,AR,2021-02-14,7,06,313028,466,5265,13,60914.0,9998.0,35140.0,6886.0,0,0,0,0,0,0,630700,20899,472536,15658,338811,11.2,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202105,AR,2021-02-07,6,05,306736,672,5076,15,61759.0,10109.0,37247.0,7077.0,0,0,0,0,0,0,540050,17895,393445,13037,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202104,AR,2021-01-31,5,04,295268,881,4868,30,61995.0,10129.0,36831.0,7107.0,0,0,0,0,0,0,453700,15034,303793,10067,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202103,AR,2021-01-24,4,03,284066,1071,4606,43,61946.0,10163.0,38161.0,7194.0,0,0,0,0,0,0,368650,12216,214240,7099,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202102,AR,2021-01-17,3,02,271122,944,4311,18,61733.0,10489.0,37963.0,7274.0,0,0,0,0,0,0,297600,9861,133111,4411,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202101,AR,2021-01-10,2,01,255076,3330,4043,33,62148.0,10277.0,38389.0,7427.0,0,0,0,0,0,0,225975,7488,40879,1355,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202153,AR,2021-01-03,1,53,233475,2033,3749,20,61594.0,10143.0,37206.0,7248.0,0,0,0,0,0,0,144225,4779,40879,1355,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202052,AR,2020-12-27,53,52,214877,908,3482,41,60876.0,9906.0,35160.0,6978.0,0,0,0,0,0,0,88775,2942,24871,824,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,34.7519275,-92.1313784,AR202051,AR,2020-12-20,52,51,201650,1536,3237,46,61411.0,10299.0,36747.0,7101.0,0,0,0,0,0,0,25350,840,7817,259,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202204,ID,2022-01-30,5,04,377721,0,4405,0,16743.0,2518.0,12611.0,2100.0,154500,78969,1200660,323440,1764710,529097,3119870,174581,2312333,129393,1063800,59.5,932252,52.2,368796.0,39.6,5406.0,162405.0,200908.0
Idaho,45.4945756,-114.1424303,ID202203,ID,2022-01-23,4,03,358057,0,4322,0,18783.0,2598.0,12714.0,2097.0,153900,78632,1186760,322555,1749810,449699,3090470,172936,2117922,118514,967189,54.1,851617,47.7,360301.0,42.3,5257.0,158521.0,196449.0
Idaho,45.4945756,-114.1424303,ID202202,ID,2022-01-16,2,02,340857,0,4274,0,17922.0,2463.0,12306.0,2040.0,152400,76123,1172960,317959,1728110,438996,3053470,170865,2074000,116056,943714,52.8,833798,46.7,347543.0,41.7,5047.0,153036.0,189389.0
Idaho,45.4945756,-114.1424303,ID202201,ID,2022-01-09,1,01,327451,0,4237,0,20118.0,2898.0,14257.0,2401.0,151900,75647,1159260,316970,1692290,437312,3003450,168066,2052603,114859,938322,52.5,830642,46.5,334074.0,40.2,4816.0,146846.0,182344.0
Idaho,45.4945756,-114.1424303,ID202152,ID,2021-12-31,52,52,319382,0,4162,0,22905.0,2766.0,14078.0,2192.0,150800,75091,1044080,315747,1668940,435202,2863820,160253,2026458,113396,932616,52.2,826741,46.3,317284.0,38.4,4561.0,139073.0,173588.0
Idaho,45.4945756,-114.1424303,ID202151,ID,2021-12-26,52,51,315726,0,4099,0,22394.0,2720.0,12656.0,2079.0,150700,74867,1056800,315108,1658080,434084,2865580,160351,2013749,112685,929744,52.0,824751,46.2,309290.0,37.5,4453.0,135263.0,169512.0
Idaho,45.4945756,-114.1424303,ID202150,ID,2021-12-19,51,50,313967,0,4068,0,23130.0,2839.0,13556.0,2270.0,150200,74573,1093060,314237,1645730,432576,2888990,161661,1991735,111453,925418,51.8,822066,46.0,294044.0,35.8,4250.0,128092.0,161647.0
Idaho,45.4945756,-114.1424303,ID202149,ID,2021-12-12,50,49,311692,0,4029,0,23506.0,2933.0,14333.0,2281.0,146700,73987,1099260,312832,1590620,430272,2836580,158728,1959139,109629,919673,51.5,817757,45.8,271121.0,33.2,3785.0,117286.0,149998.0
Idaho,45.4945756,-114.1424303,ID202148,ID,2021-12-05,49,48,308869,0,3970,0,22883.0,2736.0,14345.0,2252.0,144100,73209,1083080,311244,1556340,427650,2783520,155759,1919828,107429,912954,51.1,812748,45.5,242989.0,29.9,3232.0,103480.0,136234.0
Idaho,45.4945756,-114.1424303,ID202147,ID,2021-11-28,48,47,305762,0,3899,0,22870.0,2891.0,13726.0,2379.0,141500,71969,1079560,308913,1522460,423593,2743520,153521,1860658,104118,902388,50.5,805110,45.1,201254.0,25.0,2445.0,82255.0,116513.0
Idaho,45.4945756,-114.1424303,ID202146,ID,2021-11-21,47,46,303296,0,3846,0,22976.0,2901.0,13873.0,2369.0,140900,71648,1069120,308432,1500950,422620,2710970,151700,1847906,103405,899866,50.4,803333,45.0,192238.0,23.9,2213.0,77800.0,112184.0
Idaho,45.4945756,-114.1424303,ID202145,ID,2021-11-14,46,45,299849,0,3745,0,22814.0,2919.0,14008.0,2341.0,136700,70690,1054260,306437,1465320,419397,2656280,148639,1807844,101163,892356,49.9,797145,44.6,164682.0,20.7,1641.0,61781.0,101221.0
Idaho,45.4945756,-114.1424303,ID202144,ID,2021-11-07,45,44,296299,0,3646,0,23234.0,3024.0,14644.0,2506.0,134100,69941,997760,304690,1381860,416252,2562020,143365,1771023,99102,885581,49.6,791498,44.3,139097.0,17.6,1131.0,46783.0,91147.0
Idaho,45.4945756,-114.1424303,ID202143,ID,2021-10-31,44,43,291316,64,3538,0,23260.0,3022.0,14757.0,2558.0,132200,69055,986680,302430,1358460,412807,2477340,138626,1725915,96578,877551,49.1,784884,43.9,107544.0,13.7,502.0,27127.0,79891.0
Idaho,45.4945756,-114.1424303,ID202142,ID,2021-10-24,43,42,285245,242,3413,0,25681.0,3397.0,15302.0,2685.0,124000,68220,935880,299668,1324080,407755,2383960,133401,1677487,93868,869052,48.6,776214,43.4,75454.0,9.7,105.0,9934.0,65397.0
Idaho,45.4945756,-114.1424303,ID202141,ID,2021-10-17,42,41,277167,305,3256,0,29058.0,3862.0,15199.0,2711.0,121600,67396,915440,296379,1305360,401855,2342400,131075,1645722,92091,861282,48.2,766186,42.9,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202140,ID,2021-10-10,41,40,268660,206,3122,0,29049.0,3903.0,15253.0,2650.0,119300,66580,903800,294449,1276110,397098,2299210,128658,1620830,90698,855025,47.8,758670,42.5,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202138,ID,2021-09-26,39,38,250955,399,2753,0,28815.0,3868.0,15620.0,2787.0,110100,64623,879240,289705,1193580,384578,2182920,122151,1551012,86791,835752,46.8,739413,41.4,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202137,ID,2021-09-19,38,37,242321,300,2636,0,28023.0,3864.0,15523.0,2941.0,107000,63807,874580,286715,1166670,377671,2148250,120211,1526651,85428,824577,46.1,728689,40.8,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202136,ID,2021-09-12,37,36,233907,330,2472,0,26902.0,3725.0,14936.0,2692.0,100100,62840,857180,283286,1133910,370770,2091190,117018,1501719,84033,811995,45.4,717382,40.1,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202135,ID,2021-09-05,36,35,226818,637,2393,7,26906.0,3802.0,14339.0,2607.0,100100,62115,850420,280525,1109340,364785,2059860,115265,1479671,82799,800630,44.8,707899,39.6,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202134,ID,2021-08-29,35,34,219403,758,2329,1,27259.0,3785.0,14440.0,2530.0,100100,61109,829480,278074,1070730,359080,2000310,111933,1455970,81473,787896,44.1,698719,39.1,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202133,ID,2021-08-22,34,33,213651,356,2295,6,29136.0,3762.0,14091.0,2519.0,100100,59555,807840,275210,1025370,353120,1933310,108184,1430359,80040,773635,43.3,688323,38.5,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202132,ID,2021-08-15,33,32,208956,451,2247,1,27479.0,3720.0,13888.0,2441.0,100100,57872,758420,273489,960840,348545,1819360,101807,1407457,78758,759060,42.5,680349,38.1,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202131,ID,2021-08-08,32,31,204717,313,2221,2,27097.0,3626.0,13915.0,2233.0,100100,56650,742400,272131,936990,345174,1779490,99576,1391212,77849,747823,41.8,674373,37.7,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202130,ID,2021-08-01,31,30,201062,289,2201,2,27403.0,3665.0,13824.0,2278.0,100100,55607,733860,271044,918540,342285,1752500,98066,1376586,77031,737474,41.3,669331,37.5,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202129,ID,2021-07-25,30,29,198658,181,2185,1,27820.0,3649.0,13673.0,2212.0,100100,54296,727020,269656,908190,339765,1735310,97104,1363044,76273,728101,40.7,664090,37.2,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202128,ID,2021-07-18,29,28,197092,118,2173,0,27511.0,3646.0,13681.0,2111.0,100100,53508,723160,268552,897390,337285,1720650,96284,1353053,75714,721863,40.4,659697,36.9,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202127,ID,2021-07-11,28,27,196029,99,2165,0,26947.0,3574.0,13429.0,2179.0,100100,52712,714460,267033,891090,334688,1705650,95444,1343243,75165,716102,40.1,654753,36.6,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202126,ID,2021-07-04,27,26,195300,64,2158,0,27435.0,3603.0,13165.0,2046.0,100100,51573,711520,265479,862290,331522,1673910,93668,1332000,74536,711023,39.8,648866,36.3,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202125,ID,2021-06-27,26,25,194778,44,2145,0,26437.0,3618.0,13311.0,2032.0,100100,50008,704040,263561,862290,326103,1666430,93250,1316359,73660,704082,39.4,639954,35.8,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202124,ID,2021-06-20,25,24,194186,60,2122,0,27472.0,3622.0,13312.0,1962.0,100100,48259,698860,261305,857610,319475,1656570,92698,1300774,72788,697869,39.1,629311,35.2,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202123,ID,2021-06-13,24,23,193665,75,2116,0,27126.0,3596.0,12509.0,1745.0,100100,45106,692320,254030,850785,308123,1643205,91950,1272140,71186,688190,38.5,607507,34.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202122,ID,2021-06-06,23,22,192941,87,2105,0,27358.0,3589.0,13340.0,1830.0,100100,42449,684040,250380,840255,300702,1624395,90897,1250775,69990,678254,38.0,593758,33.2,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202121,ID,2021-05-30,22,21,192056,22,2090,0,27071.0,3614.0,12667.0,1772.0,99500,41321,678700,246682,832065,296782,1610265,90107,1236617,69198,671676,37.6,585003,32.7,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202120,ID,2021-05-23,21,20,191271,124,2082,0,27227.0,3615.0,13219.0,1984.0,98000,38412,668060,241155,812175,290995,1578235,88314,1211932,67817,658646,36.9,570768,31.9,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202119,ID,2021-05-16,20,19,190141,137,2069,0,27205.0,3678.0,13273.0,1988.0,96100,35511,652540,233786,791115,282093,1539755,86161,1179378,65995,642709,36.0,551587,30.9,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202118,ID,2021-05-09,19,18,189014,113,2061,0,27366.0,3653.0,13122.0,2003.0,91400,32699,634620,221627,764205,264617,1490225,83390,1132383,63366,626090,35.0,519112,29.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202117,ID,2021-05-02,18,17,187899,123,2045,0,27112.0,3679.0,12792.0,1939.0,88000,31207,611200,212406,738465,254117,1437665,80448,1098931,61494,613081,34.3,497882,27.9,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202116,ID,2021-04-25,17,16,186365,91,2032,1,26443.0,3634.0,12441.0,1964.0,83100,30287,593500,196943,710385,232484,1386985,77612,1043295,58380,595128,33.3,459853,25.7,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202115,ID,2021-04-18,16,15,185000,52,2017,0,27215.0,3706.0,12723.0,1942.0,83100,29793,555100,179110,644865,205432,1283065,71797,974591,54536,572799,32.1,414466,23.2,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202114,ID,2021-04-11,15,14,183374,0,1993,0,26402.0,3678.0,12164.0,1838.0,78200,27810,514100,163584,573495,181702,1165795,65235,909981,50920,548331,30.7,373212,20.9,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202113,ID,2021-04-04,14,13,181181,0,1966,0,27335.0,3701.0,12567.0,1955.0,39600,18428,478300,148875,509145,154677,1027045,57471,817221,45730,499344,27.9,322082,18.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202112,ID,2021-03-28,13,12,179428,0,1954,0,26552.0,3667.0,12377.0,1893.0,25600,14470,451400,133898,433095,133802,910095,50927,728042,40740,448334,25.1,282222,15.8,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202111,ID,2021-03-21,12,11,177420,0,1941,0,26822.0,3629.0,12779.0,1915.0,21300,9679,384800,122131,379275,113158,785375,43948,639606,35791,394331,22.1,245010,13.7,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202110,ID,2021-03-14,11,10,175236,0,1910,0,25871.0,3607.0,12211.0,1837.0,18400,4720,343200,105901,310245,95906,671845,37595,550174,30786,340495,19.1,206561,11.6,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202109,ID,2021-03-07,10,09,172931,0,1879,0,27283.0,3686.0,12127.0,1850.0,18400,351,311100,86530,264615,80219,594115,33245,471043,26358,296541,16.6,167126,9.4,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202108,ID,2021-02-28,9,08,171140,0,1860,0,27143.0,3682.0,12111.0,1779.0,0,0,0,0,0,0,485195,27150,392370,21956,256810,14.4,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202107,ID,2021-02-21,8,07,169150,0,1826,0,27029.0,3684.0,12396.0,1820.0,0,0,0,0,0,0,358200,20044,326336,18261,225761,12.6,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202106,ID,2021-02-14,7,06,167483,0,1803,0,26182.0,3648.0,11892.0,1688.0,0,0,0,0,0,0,329575,18442,242295,13558,177742,9.9,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202105,ID,2021-02-07,6,05,165209,0,1767,0,26622.0,3661.0,12052.0,1837.0,0,0,0,0,0,0,266475,14911,185681,10390,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202104,ID,2021-01-31,5,04,162683,0,1725,0,26317.0,3624.0,12306.0,1902.0,0,0,0,0,0,0,221550,12397,120880,6764,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202103,ID,2021-01-24,4,03,159506,181,1669,1,26436.0,3648.0,12548.0,1959.0,0,0,0,0,0,0,181100,10134,87128,4875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202102,ID,2021-01-17,3,02,155554,278,1607,2,27177.0,3710.0,12698.0,1959.0,0,0,0,0,0,0,160075,8957,58087,3250,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Idaho,45.4945756,-114.1424303,ID202101,ID,2021-01-10,2,01,149667,432,1534,6,27160.0,3663.0,12553.0,1911.0,0,0,0,0,0,0,108825,6090,32083,1795,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
