state,latitude,longitude,uid,stat_abr,date,mmwr_week,week,cases_total,cases_new,death_total,death_new,total_beds,total_icu,used_inpatient,used_icu,distributed_janssen,series_complete_janssen,distributed_moderna,series_complete_moderna,distributed_pfizer,series_complete_pfizer,distributed,dist_per_100k,administered,admin_per_100k,administered_dose1_recip,administered_dose1_pop_pct,series_complete_yes,series_complete_pop_pct,additional_doses,additional_doses_vax_pct,additional_doses_janssen,additional_doses_moderna,additional_doses_pfizer
Virginia,38.0033855,-79.4587861,VA202204,VA,2022-01-30,5,04,1535349,0,16168,0,95243.0,11993.0,64032.0,8294.0,768100,446943,6301200,1972394,11100085,3600930,18169385,212868,15284804,179073,7096495,83.1,6023496,70.6,2587944.0,43.0,40614.0,1102775.0,1444057.0
Virginia,38.0033855,-79.4587861,VA202203,VA,2022-01-23,4,03,1464850,0,15894,0,97314.0,11548.0,62166.0,8184.0,764700,445911,6236800,1968843,10985285,3583955,17986785,210729,15177550,177816,7067079,82.8,6001869,70.3,2531320.0,42.2,39787.0,1083012.0,1408091.0
Virginia,38.0033855,-79.4587861,VA202202,VA,2022-01-16,2,02,1368271,0,15809,0,97227.0,11491.0,62159.0,8210.0,763800,432224,6209600,1949298,10829775,3497640,17803175,208578,15027836,176062,6880234,80.6,5882280,68.9,2447444.0,41.6,38657.0,1055667.0,1352742.0
Virginia,38.0033855,-79.4587861,VA202201,VA,2022-01-09,1,01,1247222,0,15666,0,108639.0,15593.0,82446.0,11707.0,750400,430556,6045300,1943425,10611825,3468679,17407525,203942,14779199,173149,6822217,79.9,5845731,68.5,2295157.0,39.3,36765.0,1002462.0,1255580.0
Virginia,38.0033855,-79.4587861,VA202152,VA,2021-12-31,52,52,1133238,14713,15601,14,135043.0,16639.0,83141.0,12236.0,749700,428615,5726140,1936476,10415295,3439652,16891135,197892,14499285,169870,6752283,79.1,5807768,68.0,2126728.0,36.6,34719.0,933244.0,1158453.0
Virginia,38.0033855,-79.4587861,VA202151,VA,2021-12-26,52,51,1057946,0,15318,0,135060.0,16528.0,78665.0,11877.0,747500,427847,5725320,1933547,10248445,3424521,16721265,195902,14374947,168413,6719709,78.7,5788915,67.8,2052684.0,35.5,33858.0,902299.0,1116225.0
Virginia,38.0033855,-79.4587861,VA202150,VA,2021-12-19,51,50,1017398,0,15115,0,135007.0,16538.0,83291.0,11904.0,743000,426278,5748940,1927417,10082045,3395716,16573985,194177,14058525,164706,6650482,77.9,5752388,67.4,1850876.0,32.2,31732.0,818187.0,1000669.0
Virginia,38.0033855,-79.4587861,VA202149,VA,2021-12-12,50,49,995561,0,14929,0,134932.0,16432.0,84746.0,11812.0,734000,423793,5757460,1919846,9729505,3346058,16220965,190041,13722269,160767,6582735,77.1,5692596,66.7,1647904.0,28.9,28101.0,728270.0,891273.0
Virginia,38.0033855,-79.4587861,VA202148,VA,2021-12-05,49,48,979219,0,14764,0,135004.0,16510.0,85861.0,11816.0,719200,420527,5676380,1911460,9439155,3276400,15834735,185516,13378547,156740,6509980,76.3,5611245,65.7,1456351.0,26.0,23942.0,636582.0,795601.0
Virginia,38.0033855,-79.4587861,VA202147,VA,2021-11-28,48,47,964887,0,14656,0,134554.0,16566.0,81193.0,11519.0,703300,416179,5629540,1899044,9260965,3198051,15593805,182693,12883121,150935,6393468,74.9,5516063,64.6,1181437.0,21.4,18265.0,502646.0,660332.0
Virginia,38.0033855,-79.4587861,VA202146,VA,2021-11-21,47,46,955099,0,14522,0,134390.0,16547.0,81280.0,11631.0,702000,415006,5629160,1896127,9082115,3191349,15413275,180578,12762461,149522,6355573,74.5,5505255,64.5,1110378.0,20.2,16614.0,466466.0,627109.0
Virginia,38.0033855,-79.4587861,VA202145,VA,2021-11-14,46,45,944138,0,14355,0,134960.0,16597.0,83698.0,11571.0,682300,411730,5555280,1886441,8789205,3162385,15026785,176050,12406009,145346,6241266,73.1,5463290,64.0,926849.0,17.0,12601.0,367792.0,546285.0
Virginia,38.0033855,-79.4587861,VA202144,VA,2021-11-07,45,44,934928,0,14155,0,136069.0,16652.0,82773.0,11716.0,666800,407704,5401120,1876109,8196255,3136658,14514675,170050,12064379,141343,6128148,71.8,5423258,63.5,745224.0,13.7,8414.0,264891.0,471184.0
Virginia,38.0033855,-79.4587861,VA202143,VA,2021-10-31,44,43,926179,0,13948,0,135985.0,16620.0,83317.0,11867.0,650900,403470,5261920,1866072,8132175,3113940,14044995,164548,11792158,138154,6072544,71.1,5386168,63.1,567005.0,10.5,3629.0,158495.0,404604.0
Virginia,38.0033855,-79.4587861,VA202142,VA,2021-10-24,43,42,916504,0,13708,0,136480.0,16643.0,83654.0,11897.0,609400,400020,5045900,1855219,7905465,3087895,13560765,158875,11502654,134762,6016286,70.5,5345739,62.6,376693.0,7.0,450.0,50182.0,325939.0
Virginia,38.0033855,-79.4587861,VA202141,VA,2021-10-17,42,41,907763,1733,13502,35,136014.0,16687.0,84684.0,12092.0,594000,396418,4944140,1844732,7770375,3055094,13308515,155919,11338136,132835,5965672,69.9,5298827,62.1,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202140,VA,2021-10-10,41,40,893975,1642,13187,32,136198.0,16799.0,84797.0,12387.0,585700,393072,4888640,1834428,7608555,3016659,13082895,153276,11156672,130709,5915281,69.3,5246561,61.5,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202139,VA,2021-10-03,40,39,876621,1894,12917,34,136127.0,16814.0,84708.0,12497.0,572000,390025,4831520,1822375,7401015,2974427,12804535,150015,10951122,128301,5858462,68.6,5189123,60.8,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202138,VA,2021-09-26,39,38,858091,2402,12615,29,136225.0,16896.0,85334.0,12481.0,560500,387623,4809520,1811735,7307235,2941990,12677255,148524,10803370,126570,5815203,68.1,5143088,60.3,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202137,VA,2021-09-19,38,37,836599,2876,12332,29,135760.0,16888.0,85985.0,12492.0,552200,383697,4775740,1796897,7230015,2898966,12557955,147126,10670853,125017,5767006,67.6,5080898,59.5,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202136,VA,2021-09-12,37,36,811775,2961,12100,18,135992.0,16978.0,87175.0,12508.0,545500,376753,4662740,1769996,7042905,2842327,12251145,143531,10481448,122798,5680740,66.6,4990367,58.5,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202135,VA,2021-09-05,36,35,786525,2390,11934,11,136120.0,16928.0,84717.0,12322.0,545400,372828,4576600,1755220,6870915,2801935,11992915,140506,10345805,121209,5621746,65.9,4931248,57.8,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202134,VA,2021-08-29,35,34,763684,2748,11830,10,136369.0,16851.0,84646.0,12138.0,545400,368541,4558540,1740120,6635745,2758994,11739685,137539,10199882,119499,5557112,65.1,4868886,57.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202133,VA,2021-08-22,34,33,741714,2471,11686,6,136021.0,16820.0,83944.0,11916.0,545400,363356,4462560,1727640,6464925,2714225,11472885,134413,10073377,118017,5496356,64.4,4806473,56.3,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202132,VA,2021-08-15,33,32,724022,1947,11621,3,136112.0,16695.0,83250.0,11686.0,545400,356809,4368620,1716219,6244605,2672679,11158625,130732,9922979,116255,5419318,63.5,4746980,55.6,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202131,VA,2021-08-08,32,31,709532,1542,11573,2,135848.0,16678.0,82814.0,11547.0,545400,352273,4303100,1707868,6152805,2647321,11001305,128889,9828557,115149,5360689,62.8,4708697,55.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202130,VA,2021-08-01,31,30,698102,1236,11535,1,136019.0,16663.0,81707.0,11378.0,545400,346929,4243460,1699087,6050205,2618389,10839065,126988,9713140,113797,5286888,61.9,4665300,54.7,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202129,VA,2021-07-25,30,29,690370,645,11507,0,135985.0,16614.0,80930.0,11034.0,545400,341579,4191860,1688321,5986305,2586802,10723565,125635,9592738,112386,5214471,61.1,4617564,54.1,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202128,VA,2021-07-18,29,28,685788,416,11484,1,135868.0,16586.0,81923.0,11043.0,545400,336845,4132400,1677751,5888655,2554069,10566455,123794,9495386,111246,5160692,60.5,4569489,53.5,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202127,VA,2021-07-11,28,27,682673,121,11450,0,135732.0,16560.0,81274.0,10960.0,545400,332358,4100720,1664969,5859855,2515976,10505975,123085,9391655,110030,5113340,59.9,4514095,52.9,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202126,VA,2021-07-04,27,26,681072,84,11427,3,136006.0,16543.0,79544.0,10699.0,545400,328052,4076740,1653983,5764005,2484244,10386145,121681,9308213,109053,5074667,59.5,4467050,52.3,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202125,VA,2021-06-27,26,25,679828,74,11396,3,135936.0,16552.0,80575.0,10828.0,545400,321900,4042080,1634604,5740605,2414445,10328085,121001,9160373,107321,5015357,58.8,4371692,51.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202124,VA,2021-06-20,25,24,678649,49,11351,3,135759.0,16609.0,79956.0,10957.0,545400,315824,3996920,1612452,5683275,2357575,10225595,119801,9025335,105739,4962139,58.1,4286578,50.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202123,VA,2021-06-13,24,23,677813,68,11319,11,135957.0,16771.0,79647.0,10873.0,540400,307009,3962520,1574141,5628285,2233472,10131205,118695,8776118,102819,4881678,57.2,4115334,48.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202122,VA,2021-06-06,23,22,676831,90,11245,9,135895.0,16721.0,80157.0,10893.0,540500,299193,3929440,1537395,5549895,2131753,10019835,117390,8554280,100220,4802403,56.3,3969031,46.5,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202121,VA,2021-05-30,22,21,675538,146,11186,13,135579.0,16642.0,78863.0,10835.0,533200,289638,3848360,1492294,5410665,2056766,9792225,114723,8335508,97657,4709057,55.2,3839383,45.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202120,VA,2021-05-23,21,20,673105,76,11116,10,135874.0,16695.0,80208.0,10935.0,521100,276187,3768980,1426994,5226975,1971339,9517055,111499,8037945,94171,4567382,53.5,3675180,43.1,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202119,VA,2021-05-16,20,19,670456,272,11029,11,135990.0,16912.0,79147.0,11062.0,508700,258174,3656340,1348481,5024565,1831712,9189605,107663,7621636,89293,4374194,51.2,3438997,40.3,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202118,VA,2021-05-09,19,18,666986,336,10902,7,135736.0,16918.0,80463.0,11099.0,478600,236621,3582800,1265254,4627935,1671274,8689335,101802,7233201,84742,4234063,49.6,3173754,37.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202117,VA,2021-05-02,18,17,661925,611,10807,16,135384.0,16808.0,81962.0,11310.0,455100,219442,3455800,1174756,4319055,1520647,8229955,96420,6826662,79979,4080155,47.8,2915421,34.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202116,VA,2021-04-25,17,16,654929,719,10706,15,135350.0,16767.0,81813.0,11554.0,414600,213482,3186600,1048121,3920085,1330155,7521285,88117,6271814,73479,3858089,45.2,2592303,30.4,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202115,VA,2021-04-18,16,15,647111,978,10595,14,135169.0,16782.0,82283.0,11471.0,414600,211633,2913600,922289,3449745,1132636,6777945,79409,5673591,66470,3590206,42.1,2266985,26.6,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202114,VA,2021-04-11,15,14,636862,1310,10486,14,135175.0,16752.0,81506.0,11421.0,380500,180472,2586500,803569,2998125,949267,5965125,69886,5071677,59418,3294755,38.6,1933675,22.7,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202113,VA,2021-04-04,14,13,626171,1023,10360,31,134702.0,16652.0,79588.0,10958.0,202500,120104,2402300,706122,2601495,814514,5206295,60996,4485753,52554,2943103,34.5,1641022,19.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202112,VA,2021-03-28,13,12,616510,1143,10220,21,135745.0,16712.0,80591.0,10995.0,113100,88886,2150800,586590,2225925,683615,4489825,52602,3778349,44266,2493161,29.2,1359316,15.9,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202111,VA,2021-03-21,12,11,605967,1063,10127,10,136497.0,16765.0,80668.0,11128.0,98600,80890,1847700,525770,1873755,595087,3820055,44755,3309153,38769,2174085,25.5,1201899,14.1,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202110,VA,2021-03-14,11,10,595865,1130,10060,41,135986.0,16748.0,81359.0,11091.0,88600,62254,1638100,480956,1564875,523505,3291575,38563,2892286,33885,1872241,21.9,1066807,12.5,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202109,VA,2021-03-07,10,09,586592,892,9683,87,136073.0,16724.0,80842.0,11056.0,81200,3862,1451700,406847,1348425,456890,2881325,33757,2445932,28656,1567671,18.4,867681,10.2,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202108,VA,2021-02-28,9,08,577174,1124,8783,231,135390.0,16602.0,79692.0,11128.0,0,0,0,0,0,0,2536495,29717,2086194,24441,1349077,15.8,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202107,VA,2021-02-21,8,07,565270,1155,7486,155,136538.0,16741.0,81042.0,11337.0,0,0,0,0,0,0,1949525,22840,1705294,19979,1181863,13.8,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202106,VA,2021-02-14,7,06,551538,1539,7016,4,136337.0,16658.0,81847.0,11700.0,0,0,0,0,0,0,1596425,18703,1355231,15878,1006001,11.8,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202105,VA,2021-02-07,6,05,530825,1700,6820,42,136910.0,16769.0,83487.0,11902.0,0,0,0,0,0,0,1387775,16259,1103370,12927,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202104,VA,2021-01-31,5,04,507640,2861,6474,10,136812.0,16800.0,83477.0,12071.0,0,0,0,0,0,0,1232350,14438,833221,9762,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202103,VA,2021-01-24,4,03,478619,6172,6081,3,136968.0,16833.0,84410.0,12125.0,0,0,0,0,0,0,1069725,12533,451668,5292,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202102,VA,2021-01-17,3,02,446550,7245,5739,10,137528.0,16923.0,85655.0,12370.0,0,0,0,0,0,0,851625,9977,318732,3734,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202101,VA,2021-01-10,2,01,403386,4530,5393,10,137276.0,16925.0,85748.0,12462.0,0,0,0,0,0,0,556525,6520,217132,2544,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202153,VA,2021-01-03,1,53,367536,3771,5132,8,136817.0,16755.0,84058.0,12052.0,0,0,0,0,0,0,431975,5061,101016,1183,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202052,VA,2020-12-27,53,52,336175,2599,4861,7,136801.0,16855.0,78955.0,11589.0,0,0,0,0,0,0,259600,3041,39925,468,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,38.0033855,-79.4587861,VA202051,VA,2020-12-20,52,51,310889,4041,4654,4,136510.0,16955.0,81641.0,11941.0,0,0,0,0,0,0,72150,845,271,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202204,SD,2022-01-30,5,04,225383,0,2637,0,6677.0,1106.0,4999.0,717.0,87800,38059,678780,192476,941665,290039,1708245,193096,1324773,149750,653246,73.8,520608,58.8,201442.0,38.7,2430.0,92037.0,106967.0
South Dakota,44.2126995,-100.2471641,SD202203,SD,2022-01-23,4,03,216656,0,2601,0,8008.0,1292.0,5277.0,741.0,87600,37929,673480,192022,929865,288073,1690945,191141,1313802,148509,649512,73.4,518058,58.6,196537.0,37.9,2369.0,90044.0,104116.0
South Dakota,44.2126995,-100.2471641,SD202202,SD,2022-01-16,2,02,203137,0,2559,0,8266.0,1351.0,6121.0,728.0,87300,37365,666380,190848,912295,284836,1665975,188318,1299798,146926,640922,72.4,513082,58.0,190155.0,37.1,2296.0,87692.0,100159.0
South Dakota,44.2126995,-100.2471641,SD202201,SD,2022-01-09,1,01,189411,0,2522,0,11915.0,2242.0,10689.0,1440.0,86800,37128,659980,190210,898725,282469,1645505,186004,1283628,145099,635142,71.8,509840,57.6,182757.0,35.8,2190.0,84685.0,95874.0
South Dakota,44.2126995,-100.2471641,SD202152,SD,2021-12-31,52,52,179204,0,2486,0,17350.0,2245.0,10208.0,1414.0,86400,36877,623240,189468,871645,279470,1581285,178745,1264731,142963,628500,71.0,505847,57.2,173905.0,34.4,2081.0,80828.0,90988.0
South Dakota,44.2126995,-100.2471641,SD202151,SD,2021-12-26,52,51,175677,0,2456,0,16988.0,2194.0,9623.0,1425.0,85500,36683,617840,188920,862465,277070,1565805,176995,1248919,141175,623474,70.5,502703,56.8,166155.0,33.1,1982.0,77415.0,86750.0
South Dakota,44.2126995,-100.2471641,SD202150,SD,2021-12-19,51,50,173655,0,2433,0,16633.0,2211.0,10051.0,1446.0,85000,36431,622100,188202,854715,274252,1561815,176544,1227259,138727,616427,69.7,498915,56.4,155218.0,31.1,1862.0,72454.0,80894.0
South Dakota,44.2126995,-100.2471641,SD202149,SD,2021-12-12,50,49,171248,0,2398,0,16865.0,2228.0,10437.0,1378.0,84200,36074,626900,187525,838415,270731,1549515,175154,1204833,136192,609452,68.9,494359,55.9,143645.0,29.1,1642.0,66720.0,75277.0
South Dakota,44.2126995,-100.2471641,SD202148,SD,2021-12-05,49,48,168271,0,2357,0,17172.0,2259.0,10692.0,1401.0,82500,35630,619880,186719,821295,265953,1523675,172233,1174889,132807,600494,67.9,488329,55.2,127574.0,26.1,1393.0,58205.0,67973.0
South Dakota,44.2126995,-100.2471641,SD202147,SD,2021-11-28,48,47,164292,0,2320,0,16296.0,2221.0,10145.0,1368.0,80600,35039,606100,185516,796465,260152,1483165,167654,1135140,128314,586804,66.3,480731,54.3,107822.0,22.4,1076.0,47419.0,59326.0
South Dakota,44.2126995,-100.2471641,SD202146,SD,2021-11-21,47,46,162375,0,2305,0,17710.0,2276.0,10643.0,1444.0,79900,34830,603500,185118,790985,258318,1474385,166661,1115593,126104,576998,65.2,478290,54.1,100523.0,21.0,965.0,43533.0,56024.0
South Dakota,44.2126995,-100.2471641,SD202145,SD,2021-11-14,46,45,159343,0,2281,0,17465.0,2249.0,10846.0,1428.0,78000,34337,591420,183935,782385,256632,1451805,164109,1087380,122915,565182,63.9,474927,53.7,86669.0,18.2,757.0,34547.0,51364.0
South Dakota,44.2126995,-100.2471641,SD202144,SD,2021-11-07,45,44,156995,0,2267,0,16963.0,2298.0,10823.0,1468.0,76500,33755,576580,182798,716715,254829,1397995,158026,1060224,119845,556494,62.9,471405,53.3,70874.0,15.0,496.0,24595.0,45782.0
South Dakota,44.2126995,-100.2471641,SD202143,SD,2021-10-31,44,43,154482,0,2235,0,17173.0,2210.0,10600.0,1426.0,73700,33156,559200,181167,715545,251285,1348445,152425,1028110,116215,549309,62.1,465631,52.6,50313.0,10.8,161.0,10917.0,39234.0
South Dakota,44.2126995,-100.2471641,SD202142,SD,2021-10-24,43,42,152308,0,2218,0,17236.0,2257.0,10440.0,1351.0,70200,32746,535440,179925,684675,249337,1290315,145855,1003394,113422,540885,61.1,462030,52.2,36772.0,8.0,19.0,3523.0,33230.0
South Dakota,44.2126995,-100.2471641,SD202141,SD,2021-10-17,42,41,150230,117,2197,4,17463.0,2254.0,10690.0,1422.0,68900,33191,521320,184910,668565,247625,1258785,142290,995173,112492,536891,60.7,465748,52.6,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202140,SD,2021-10-10,41,40,148034,107,2173,1,18004.0,2292.0,10561.0,1402.0,68200,32943,512620,184193,649845,245273,1230665,139112,980078,110786,531570,60.1,462431,52.3,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202139,SD,2021-10-03,40,39,145716,121,2155,5,17789.0,2276.0,10624.0,1418.0,65700,32662,507740,183317,632295,242902,1205735,136294,963946,108962,525919,59.4,458902,51.9,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202138,SD,2021-09-26,39,38,143054,127,2127,1,17514.0,2301.0,10674.0,1456.0,63800,32348,500480,182399,600705,239795,1164985,131687,946917,107038,519711,58.7,454562,51.4,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202137,SD,2021-09-19,38,37,140252,148,2102,1,17844.0,2324.0,10602.0,1510.0,61700,32010,496540,181377,593685,235672,1151925,130211,935805,105781,514957,58.2,449079,50.8,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202136,SD,2021-09-12,37,36,137122,175,2086,1,17430.0,2263.0,10263.0,1442.0,59400,31413,485940,180286,576135,232004,1121475,126769,923903,104436,508748,57.5,443723,50.2,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202135,SD,2021-09-05,36,35,134615,307,2074,0,17660.0,2236.0,10154.0,1337.0,59400,31024,481540,179353,563265,228932,1104205,124817,913017,103206,503245,56.9,439328,49.7,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202134,SD,2021-08-29,35,34,131082,153,2064,1,16954.0,2101.0,10371.0,1270.0,59400,30518,477480,178257,545715,225165,1082595,122374,899038,101625,495923,56.1,433958,49.1,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202133,SD,2021-08-22,34,33,128515,110,2057,0,17391.0,2069.0,10147.0,1291.0,59400,30082,465180,177196,522585,220852,1047165,118369,884273,99956,488311,55.2,428148,48.4,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202132,SD,2021-08-15,33,32,126864,59,2052,0,17171.0,2046.0,9969.0,1188.0,59400,29534,452140,176431,513495,217456,1025035,115868,872832,98663,481577,54.4,423439,47.9,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202131,SD,2021-08-08,32,31,126084,123,2050,0,17444.0,2102.0,9705.0,1156.0,59400,28887,447100,175783,499995,214796,1006495,113772,862677,97515,474891,53.7,419484,47.4,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202130,SD,2021-08-01,31,30,125428,53,2043,0,17388.0,2138.0,9613.0,1122.0,59400,28204,443320,174855,494145,212552,996865,112684,851636,96267,467284,52.8,415629,47.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202129,SD,2021-07-25,30,29,125100,38,2041,0,17434.0,2062.0,9905.0,1065.0,59400,27516,440740,174299,485595,210714,985735,111425,843069,95299,461206,52.1,412547,46.6,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202128,SD,2021-07-18,29,28,124870,24,2040,0,16837.0,2015.0,9278.0,1069.0,59400,27047,437700,173768,477945,208676,975045,110217,835144,94403,455801,51.5,409508,46.3,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202127,SD,2021-07-11,28,27,124701,15,2039,0,17535.0,2089.0,9735.0,1156.0,59400,26657,436980,173193,475695,207004,972075,109881,829278,93740,452201,51.1,406870,46.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202126,SD,2021-07-04,27,26,124604,11,2038,0,16821.0,2006.0,8904.0,1062.0,59400,26288,435080,172606,466245,204813,960725,108598,823442,93080,449225,50.8,403723,45.6,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202125,SD,2021-06-27,26,25,124504,6,2030,0,17510.0,2100.0,9233.0,1068.0,59400,25640,431920,171840,466245,201041,957565,108241,814861,92110,445079,50.3,398536,45.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202124,SD,2021-06-20,25,24,124405,4,2027,0,16947.0,1986.0,9196.0,1104.0,59400,24974,428760,170764,463905,197651,952065,107619,805667,91071,440447,49.8,393403,44.5,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202123,SD,2021-06-13,24,23,124356,13,2026,0,17738.0,2113.0,9634.0,1250.0,59300,24410,426340,169560,460395,194043,946035,106938,796942,90085,436436,49.3,388026,43.9,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202122,SD,2021-06-06,23,22,124267,3,2022,0,17185.0,2050.0,9563.0,1179.0,59300,23581,424480,167792,456885,188297,940665,106331,783656,88583,430735,48.7,379683,42.9,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202121,SD,2021-05-30,22,21,124180,9,2010,0,17009.0,2053.0,8898.0,1135.0,58000,22984,422300,166353,455715,185991,936015,105805,775974,87714,426622,48.2,375341,42.4,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202120,SD,2021-05-23,21,20,123931,10,2001,0,17115.0,2118.0,9218.0,1087.0,57600,22127,420160,164211,453375,183907,931135,105254,764751,86446,419452,47.4,370256,41.9,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202119,SD,2021-05-16,20,19,123670,13,1991,0,17346.0,2099.0,9570.0,1090.0,56600,21102,417680,161091,448695,180911,922975,104331,749370,84707,410082,46.4,363115,41.0,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202118,SD,2021-05-09,19,18,123283,25,1980,0,17178.0,2080.0,9305.0,1151.0,56300,20091,414740,155581,439335,175569,910375,102907,731988,82742,403387,45.6,351251,39.7,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202117,SD,2021-05-02,18,17,122716,28,1967,0,17570.0,2078.0,9863.0,1170.0,55300,19228,411800,149004,436995,166771,904095,102197,711253,80399,397920,45.0,335011,37.9,0.0,0.0,0.0,0.0,0.0
South Dakota,44.2126995,-100.2471641,SD202116,SD,2021-04-25,17,16,122033,47,1958,0,17133.0,2111.0,9782.0,1143.0,53300,18200,397000,138441,408915,149888,859215,97124,676863,76511,390725,44.2,306537,34.7,0.0,0.0,0.0,0.0,0.0
