,Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Administered_5Plus,Admin_Per_100k_5Plus,Distributed_Per_100k_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Janssen_5Plus,Series_Complete_Unk_Manuf_5Plus,week,uid
797,2021-11-28,48,IN,10101390,528900,3666980,5905510,0,150045,177061,195602,930367,7716326,7669860,7239234,2340364,276258,2826419,4587321,26328,114618,134440,140180,215554,7700174,3737561,55.5,3691717,64.7,3464306,67.1,973039,89.6,3401497,50.5,3399800,59.6,3202995,62.0,924370,85.1,264598,1204583,1924645,7671,264574,1204568,1922987,7671,264329,1204270,1726814,7582,29855,452882,437916,3717,689378.0,20.3,0.0,0.0,688643.0,21.5,563482.0,31.1,404263.0,43.7,253526.0,427118.0,8368.0,366.0,3737400.0,59.2,3401459.0,53.9,7716130.0,122209.0,159987.0,1204575.0,1924630.0,264583.0,7671.0,47,IN202147
798,2021-11-28,48,IL,21492595,1068600,7759900,12664095,0,169609,198311,218112,1051890,17604565,17384715,16222294,4475498,605491,6402962,10572179,23933,138927,160408,164627,219040,17796043,8703666,68.7,8501837,78.4,7884590,80.0,1918229,93.9,7776092,61.4,7759273,71.6,7204480,73.1,1762281,86.2,585395,2695637,4487222,7838,585334,2695522,4470580,7837,582811,2687994,3926018,7657,81495,788136,889191,3459,1716812.0,22.1,0.0,0.0,1715103.0,23.8,1292754.0,35.0,871989.0,49.5,701568.0,996900.0,17792.0,552.0,8703083.0,73.0,7775882.0,65.2,17603844.0,147623.0,180233.0,2695537.0,4487170.0,585337.0,7838.0,47,IL202147
799,2021-11-28,48,WY,814305,43400,360660,410245,0,140698,165941,182980,821046,623826,620744,590125,203053,26316,276010,320932,568,107787,126496,132605,204734,620244,307923,53.2,304819,62.1,287924,64.7,88821,89.6,262417,45.3,262402,53.5,248778,55.9,80144,80.8,24114,110117,128086,100,24111,110116,128075,100,24090,110098,114492,98,3701,40807,35589,47,63980.0,24.4,0.0,0.0,63887.0,25.7,52798.0,36.2,38612.0,48.2,27423.0,35767.0,762.0,28.0,307903.0,56.6,262412.0,48.3,623803.0,114706.0,149736.0,110116.0,128084.0,24112.0,100.0,47,WY202147
800,2021-11-28,48,TN,10256940,461400,3985680,5809860,0,150193,175766,192831,897062,8081410,8045075,7656907,2456911,233038,3095485,4713209,39678,118337,137863,143951,214879,7919609,3858576,56.5,3822883,65.5,3615208,68.0,1015568,88.8,3372783,49.4,3372385,57.8,3200269,60.2,931633,81.5,216194,1236897,1910195,9497,216147,1236875,1909871,9492,215922,1236378,1738557,9412,34376,461762,430395,5100,738292.0,21.9,0.0,0.0,737151.0,23.0,593715.0,32.7,417603.0,44.8,302165.0,425456.0,9078.0,1593.0,3858072.0,60.1,3372672.0,52.5,8080789.0,125858.0,159751.0,1236882.0,1910137.0,216157.0,9496.0,47,TN202147
801,2021-11-28,48,NV,4770660,234500,1694460,2841700,0,154884,181961,199817,961881,3908996,3890769,3655677,1017056,167013,1372661,2368813,509,126909,148401,153116,205063,3874347,2030864,65.9,2012938,76.8,1881485,78.8,466722,94.1,1670646,54.2,1670604,63.7,1570279,65.8,397463,80.1,160770,571848,937980,48,160766,571844,937946,48,160724,571746,837763,46,24969,184424,188043,27,280372.0,16.8,0.0,0.0,280214.0,17.8,224542.0,27.8,158113.0,39.8,111856.0,164555.0,3961.0,0.0,2030830.0,70.2,1670636.0,57.7,3908950.0,135044.0,164813.0,571844.0,937977.0,160767.0,48.0,47,NV202147
802,2021-11-28,48,MO,9295655,383300,3571660,5340695,0,151458,177543,195007,875267,7329322,7276879,6872736,2220270,224810,2650156,4452053,2303,119420,138985,144178,209058,7243802,3642900,59.4,3591318,68.6,3374151,70.8,972936,91.6,3117242,50.8,3117112,59.5,2933500,61.5,864799,81.4,220538,1097306,1798874,524,220514,1097293,1798781,524,220294,1096870,1615915,421,38556,393306,432777,160,642006.0,20.6,0.0,0.0,641431.0,21.9,517467.0,31.2,372707.0,43.1,238864.0,396714.0,6396.0,32.0,3642638.0,63.1,3117205.0,54.0,7329036.0,127034.0,161121.0,1097294.0,1798865.0,220522.0,524.0,47,MO202147
803,2021-11-28,48,WA,13937215,682600,5171560,8083055,0,183026,214388,234167,1152100,11228003,11123723,10412801,2827474,435747,4240192,6543562,8502,147448,171110,174951,233729,11259362,5508609,72.3,5404681,83.1,5033893,84.6,1183836,97.9,4935124,64.8,4934586,75.9,4602303,77.3,1097017,90.7,421129,1790063,2721243,2689,421097,1790006,2720796,2687,420806,1789311,2389556,2630,56627,500092,538866,1432,1082782.0,21.9,0.0,0.0,1081430.0,23.5,823936.0,36.9,569264.0,51.9,455448.0,613105.0,13892.0,337.0,5508062.0,76.9,4935016.0,68.9,11227336.0,156841.0,194697.0,1790042.0,2721181.0,421105.0,2688.0,47,WA202147
804,2021-11-28,48,HI,2809500,114700,1042700,1652100,0,198429,231977,251746,1046570,2070008,2049154,1923890,579958,54808,664470,1256668,94062,146200,169196,172391,216041,2096851,1156297,81.7,1136065,93.8,1060005,95.0,292322,99.9,859993,60.7,858447,70.9,807972,72.4,237547,88.5,54810,275540,511501,18142,54774,275489,510053,18131,54644,274929,460274,18125,10494,97641,127995,1417,117568.0,13.7,0.0,0.0,117418.0,14.5,91265.0,20.6,64655.0,27.2,30976.0,85694.0,873.0,25.0,1155162.0,86.8,859818.0,64.6,2069409.0,155518.0,211137.0,275494.0,511416.0,54776.0,18132.0,47,HI202147
805,2021-11-28,48,WI,9243335,412800,3506440,5324095,0,158754,184874,202890,908665,8080069,8004226,7549457,2490123,300696,3115321,4662566,1486,138775,160091,165710,244791,8055416,3807811,65.4,3732160,74.6,3492909,76.7,1000987,98.4,3452828,59.3,3452517,69.1,3241807,71.2,942305,92.6,283250,1276632,1892435,511,283228,1276614,1892164,511,283044,1276298,1681978,487,29413,453491,459179,222,929416.0,26.9,0.0,0.0,928677.0,28.6,723308.0,39.4,505450.0,53.6,361756.0,557621.0,10010.0,29.0,3807597.0,69.3,3452790.0,62.9,8079831.0,147122.0,168307.0,1276624.0,1892420.0,283235.0,511.0,47,WI202147
806,2021-11-28,48,MH,67080,11700,47700,7680,0,86287,116927,141135,1797430,45072,45022,42828,2502,2291,40506,2273,2,57977,78478,90109,67042,45126,24770,31.9,24734,43.1,23505,49.5,1341,35.9,21780,28.0,21767,37.9,20942,44.1,1199,32.1,2280,18629,870,1,2277,18621,868,1,2271,18595,75,1,103,1095,1,0,485.0,2.2,0.0,0.0,485.0,2.3,186.0,3.7,55.0,4.6,479.0,6.0,0.0,0.0,24758.0,35.8,21774.0,31.5,45055.0,65110.0,96939.0,18624.0,870.0,2279.0,1.0,47,MH202147
807,2021-11-28,48,MS,4470015,203800,1839300,2426915,0,150195,177281,196263,918447,3179082,3170810,2992187,957166,80171,1302752,1794154,2005,106819,125755,131377,196667,3196733,1597621,53.7,1589505,63.0,1490748,65.5,426961,87.7,1395494,46.9,1395399,55.3,1314603,57.7,394117,81.0,77717,551077,766066,634,77703,551065,765997,634,77626,550762,685601,614,17013,201269,175532,303,239247.0,17.1,0.0,0.0,238929.0,18.2,204954.0,26.4,144448.0,36.7,111851.0,124669.0,2486.0,241.0,1597504.0,57.2,1395465.0,50.0,3178949.0,113832.0,160062.0,551068.0,766057.0,77706.0,634.0,47,MS202147
808,2021-11-28,48,VI,124260,2100,33240,88920,0,116907,138954,152453,606798,118595,118278,112783,33740,1815,34579,82201,0,111577,132265,138372,164762,116186,59714,56.2,59418,66.4,56445,69.3,16425,80.2,51904,48.8,51876,58.0,49377,60.6,14652,71.5,1733,14702,35464,5,1730,14694,35447,5,1727,14674,32971,5,494,5810,8344,4,6008.0,11.6,0.0,0.0,6004.0,12.2,5066.0,16.8,3294.0,22.5,1916.0,4062.0,29.0,1.0,59656.0,59.9,51879.0,52.1,118512.0,118959.0,124729.0,14695.0,35449.0,1730.0,5.0,47,VI202147
809,2021-11-28,48,SD,1483165,80600,606100,796465,0,167654,200943,222178,976595,1135140,1125501,1058108,351831,35897,451997,647114,132,128314,152486,158504,231664,1142985,586804,66.3,577289,78.2,539291,80.8,164612,99.9,480731,54.3,480707,65.1,451817,67.7,137662,90.6,35039,185516,260152,24,35036,185514,260133,24,35012,185451,231330,24,4690,68509,64448,15,107822.0,22.4,0.0,0.0,107744.0,23.8,87987.0,34.3,62691.0,45.5,47419.0,59326.0,1076.0,1.0,586779.0,71.3,480723.0,58.4,1135110.0,137841.0,180107.0,185514.0,260149.0,35036.0,24.0,47,SD202147
810,2021-11-28,48,VA2,7261410,592800,3518580,3150030,0,0,0,0,0,6458076,6457895,6454964,3449088,231882,3267482,2958431,281,0,0,0,0,6458076,3207543,0.0,3207433,0.0,3205787,0.0,1599741,0.0,2886277,0.0,2886203,0.0,2884897,0.0,1478486,0.0,224400,1417197,1244669,11,224393,1417175,1244624,11,224360,1417137,1243389,11,73897,808225,596363,1,579223.0,20.1,0.0,0.0,579216.0,20.1,552837.0,24.3,440338.0,29.8,263774.0,308786.0,6663.0,0.0,3207447.0,0.0,2886207.0,0.0,6457913.0,0.0,0.0,1417175.0,1244627.0,224394.0,11.0,47,VA2202147
811,2021-11-28,48,CT,6806625,310900,2642060,3853665,0,190914,219148,239852,1080000,5898047,5836802,5431577,1585370,223022,2197775,3476067,1183,165430,187923,191398,251549,5904130,2970430,83.3,2910691,93.7,2696104,95.0,691952,99.9,2558052,71.7,2557439,82.3,2371312,83.6,592551,94.0,216193,904742,1436692,425,216112,904453,1436452,422,216013,904256,1250724,319,21473,233199,337786,93,548090.0,21.4,0.0,0.0,547783.0,23.1,442592.0,34.9,301846.0,50.9,236774.0,305334.0,5968.0,14.0,2969186.0,87.8,2557620.0,75.6,5896393.0,174265.0,201167.0,904535.0,1436547.0,216114.0,424.0,47,CT202147
812,2021-11-28,48,KY,7046495,342000,2949500,3754995,0,157722,185134,203374,938827,5346850,5307880,5022883,1571375,208821,2225113,2911012,1904,119679,139455,144969,209359,5376486,2674722,59.9,2636481,69.3,2481740,71.6,697323,92.9,2318846,51.9,2318659,60.9,2187847,63.1,626627,83.5,196590,921955,1198837,1464,196559,921942,1198697,1461,196453,921714,1068279,1401,37512,286292,302084,739,530146.0,22.9,0.0,0.0,529665.0,24.2,423305.0,34.1,288452.0,46.0,232031.0,288441.0,9617.0,57.0,2674409.0,63.8,2318803.0,55.3,5345823.0,127431.0,167971.0,921946.0,1198826.0,196568.0,1463.0,47,KY202147
813,2021-11-28,48,LA,6711910,292600,2765480,3653830,0,144380,171077,188475,905764,5162105,5149156,4882173,1529049,174590,2127733,2857104,2678,111042,131245,137095,206343,5107577,2568779,55.3,2555745,65.1,2407891,67.6,658391,88.8,2262153,48.7,2261968,57.7,2142787,60.2,623645,84.2,163432,907459,1190273,989,163408,907436,1190136,988,163264,906963,1071582,978,21778,296202,305459,206,415284.0,18.4,0.0,0.0,414821.0,19.4,342662.0,27.9,241896.0,38.8,160433.0,250565.0,4270.0,16.0,2568616.0,59.1,2262102.0,52.0,5161897.0,118737.0,154392.0,907446.0,1190254.0,163413.0,989.0,47,LA202147
814,2021-11-28,48,WV,3381025,147900,1321160,1911965,0,188658,217033,236010,921233,1689798,1684596,1610217,611333,44323,765950,879051,474,94289,108137,112400,166571,1722210,964820,53.8,959666,61.6,915274,63.9,331980,90.5,744003,41.5,743689,47.7,712057,49.7,265582,72.4,46219,323225,374290,269,46204,323136,374080,269,46146,322921,342745,245,7269,135158,123043,112,56636.0,7.6,0.0,0.0,56586.0,7.9,45743.0,10.0,32125.0,12.1,18040.0,38112.0,471.0,13.0,964385.0,56.8,743759.0,43.8,1689076.0,99409.0,198987.0,323141.0,374144.0,46205.0,269.0,47,WV202147
815,2021-11-28,48,AL,7847520,361200,3418900,4067420,0,160049,187431,205708,923415,5191035,5178153,4923680,1624722,153163,2287438,2750164,270,105871,123676,129065,191180,5282038,2755913,56.2,2743211,65.5,2599234,68.1,771703,90.8,2254666,46.0,2254560,53.8,2144133,56.2,665299,78.3,149983,959009,1145163,511,149974,958997,1145078,511,149898,958557,1035169,509,35393,353067,276503,336,393964.0,17.5,0.0,0.0,393438.0,18.3,331936.0,26.0,239181.0,36.0,185189.0,203062.0,5698.0,15.0,2755585.0,59.8,2254608.0,48.9,5190662.0,112624.0,170271.0,959005.0,1145116.0,149976.0,511.0,47,AL202147
816,2021-11-28,48,NJ,16956675,827400,6316100,9813175,0,190906,222576,244205,1149190,13301118,13194260,12288496,3241005,489768,5108657,7702067,626,149750,173190,176976,219649,13666327,6966872,78.4,6859384,90.0,6369994,91.7,1508839,99.9,5997187,67.5,5996693,78.7,5570461,80.2,1310753,88.8,474940,2178625,3343374,248,474855,2178585,3343005,248,474621,2177993,2917616,231,88768,610872,611034,79,1115616.0,18.6,0.0,0.0,1114346.0,20.0,862167.0,30.1,553962.0,42.3,485923.0,608072.0,21612.0,9.0,6966229.0,83.3,5997078.0,71.7,13300455.0,158954.0,202649.0,2178592.0,3343355.0,474883.0,248.0,47,NJ202147
817,2021-11-28,48,BP2,287840,16100,124320,147420,0,0,0,0,0,256396,256394,256394,7852,13114,106299,136952,31,0,0,0,0,256396,130756,0.0,130754,0.0,130754,0.0,3646,0.0,125179,0.0,125178,0.0,125178,0.0,3558,0.0,12799,48298,64082,0,12798,48298,64082,0,12798,48298,64082,0,187,1702,1669,0,12729.0,10.2,0.0,0.0,12729.0,10.2,4505.0,16.0,822.0,23.1,6202.0,6220.0,286.0,21.0,130754.0,0.0,125178.0,0.0,256394.0,0.0,0.0,48298.0,64082.0,12798.0,0.0,47,BP2202147
818,2021-11-28,48,CA,70403965,3301100,26044220,41058645,0,178183,209247,229946,1205940,58715000,58103512,53924634,13324665,2059881,22222441,34417531,15147,148600,172689,176123,228236,58779689,30886780,78.2,30327547,90.1,28020920,91.5,6280377,99.9,24827738,62.8,24777146,73.6,22904216,74.8,4962817,85.0,1976878,8949555,13896954,4351,1976453,8948851,13847500,4342,1969217,8923658,12007284,4057,195618,2499712,2266148,1339,4624112.0,18.6,0.0,0.0,4619835.0,20.2,3350429.0,31.0,2164721.0,43.6,1967051.0,2583291.0,73475.0,295.0,30882331.0,83.2,24826703.0,66.9,58709815.0,158126.0,189622.0,8949211.0,13896616.0,1976525.0,4351.0,47,CA202147
819,2021-11-28,48,OK,6008460,297700,2498400,3212360,0,151845,180693,199967,946018,4822388,4796028,4514229,1376002,134535,1962785,2724067,1001,121871,144232,150237,216648,4774624,2466343,62.3,2440195,73.4,2287393,76.1,637068,99.9,2030324,51.3,2030229,61.1,1903236,63.3,529300,83.3,129667,798331,1102177,149,129652,798313,1102115,149,129575,798066,975464,131,19832,268492,240941,35,375847.0,18.5,0.0,0.0,375483.0,19.7,305384.0,29.5,218171.0,41.2,161499.0,210232.0,4100.0,16.0,2466186.0,66.6,2030282.0,54.9,4822200.0,130279.0,162328.0,798314.0,1102164.0,129655.0,149.0,47,OK202147
820,2021-11-28,48,IH2,2424035,95600,1120020,1208415,0,116383,0,0,0,1851566,1836042,1686698,343971,35712,901953,913733,168,88897,0,0,0,1851566,973890,46.8,958608,0.0,876441,0.0,166971,0.0,784557,37.7,784348,0.0,717511,0.0,134912,0.0,35058,374604,374889,6,35036,374527,374779,6,34996,374288,308221,6,3276,75913,55722,1,119423.0,15.2,0.0,0.0,119155.0,16.6,82212.0,23.5,42226.0,31.3,52445.0,66337.0,523.0,118.0,973596.0,0.0,784419.0,0.0,1851110.0,0.0,0.0,374535.0,374841.0,35037.0,6.0,47,IH2202147
821,2021-11-28,48,AZ,11718130,547000,4632820,6538310,0,160992,188818,207824,895448,9458251,9394233,8777470,2850800,319934,3785007,5334928,18382,129944,151372,155671,217846,9282325,4641772,63.8,4579383,73.8,4247896,75.3,1216168,92.9,3961885,54.4,3961371,63.8,3691069,65.5,1071738,81.9,302862,1525172,2128608,5243,302619,1525145,2128366,5241,302430,1524543,1858918,5178,47814,521687,499402,2835,707024.0,17.8,0.0,0.0,705798.0,19.1,564128.0,28.2,407280.0,38.0,280221.0,419531.0,6982.0,290.0,4641162.0,67.8,3961602.0,57.8,9457517.0,138088.0,171094.0,1525154.0,2128578.0,302627.0,5243.0,47,AZ202147
822,2021-11-28,48,NM,3607085,171200,1422040,2013845,0,172026,201803,222523,955251,3091322,3064244,2859594,859690,103488,1268538,1712803,6493,147428,171433,176410,227669,3192819,1594411,76.0,1566218,87.6,1447621,89.3,394780,99.9,1328003,63.3,1327830,74.3,1228071,75.8,338916,89.8,100786,524155,701241,1821,100771,524133,701105,1821,100638,523761,601875,1797,20257,158303,159430,926,335171.0,25.2,0.0,0.0,334756.0,27.3,252106.0,38.2,162284.0,47.9,125559.0,206619.0,2949.0,44.0,1594261.0,80.7,1327959.0,67.2,3091156.0,156447.0,182559.0,524139.0,701222.0,100777.0,1821.0,47,NM202147
823,2021-11-28,48,OH,18198005,859600,7053300,10285105,0,155684,181967,199735,889304,14192281,14075225,13325750,4422043,551249,5471350,8151823,17859,121415,140742,146259,216097,14057651,6779515,58.0,6663711,66.6,6271374,68.8,1835926,89.7,6175735,52.8,6175403,61.7,5826146,63.9,1744223,85.2,513208,2271762,3385997,4768,513197,2271752,3385686,4768,512977,2271228,3037270,4671,88487,788718,864654,2364,1470726.0,23.8,0.0,0.0,1469240.0,25.2,1178710.0,35.0,840644.0,48.2,617922.0,829101.0,23434.0,269.0,6779420.0,61.6,6175714.0,56.2,14192186.0,129040.0,165462.0,2271757.0,3385987.0,513202.0,4768.0,47,OH202147
824,2021-11-28,48,NC,17691300,836500,6749900,10104900,0,168680,196887,216080,1010300,13378128,13262023,12480281,3786635,455721,4994932,7926612,863,127556,147593,152433,216244,13250758,7282242,69.4,7173593,79.8,6748613,82.4,1954891,99.9,5660326,54.0,5655215,62.9,5308093,64.8,1456047,83.2,438012,2039855,3182341,118,437992,2039797,3177308,118,436610,2036938,2834430,115,49982,700884,705129,52,694024.0,12.3,0.0,0.0,693459.0,13.1,539981.0,18.7,364398.0,25.0,278616.0,404840.0,10561.0,7.0,7281406.0,73.7,5660008.0,57.3,13377001.0,135418.0,179092.0,2039799.0,3182095.0,437996.0,118.0,47,NC202147
825,2021-11-28,48,DC,1450815,65500,537860,847455,0,205571,237934,251188,1661060,1154472,1146389,1103281,223056,32830,423625,697548,469,163581,188008,191018,255379,1067380,568837,80.6,557648,91.5,530772,91.9,90962,99.9,452301,64.1,452232,74.2,432633,74.9,76354,87.4,36316,162042,253618,325,36311,162035,253565,321,36293,161974,234062,304,2642,40761,32878,73,69809.0,15.4,0.0,0.0,69731.0,16.1,42294.0,25.1,27643.0,36.2,28170.0,41186.0,443.0,10.0,568781.0,86.1,452286.0,68.5,1154379.0,174805.0,219694.0,162037.0,253610.0,36314.0,325.0,47,DC202147
826,2021-11-28,48,NH,2634600,150800,980120,1503680,0,193762,219812,238542,1037800,2116124,2102012,1971492,611918,101466,802048,1212550,60,155630,175377,178503,241042,2109106,1173089,86.3,1159135,96.7,1097613,99.4,365397,99.9,878808,64.6,878567,73.3,827390,74.9,231626,91.2,75920,330648,472170,70,75894,330542,472061,70,75864,330390,421070,66,15809,96260,119522,35,49884.0,5.7,0.0,0.0,49836.0,6.0,39364.0,8.2,26320.0,11.4,20346.0,28636.0,894.0,8.0,1172204.0,90.4,878594.0,67.8,2114988.0,163182.0,203273.0,330543.0,472087.0,75894.0,70.0,47,NH202147
827,2021-11-28,48,UT,4974700,220400,1788300,2966000,0,155170,191906,218690,1359680,4001214,3966692,3608913,834117,160394,1443141,2397385,294,124806,153021,158649,227981,3964333,2041421,63.7,2007377,77.4,1817346,79.9,360334,98.5,1770907,55.2,1770451,68.3,1607452,70.7,323554,88.4,154553,615074,1001271,9,154516,615038,1000888,9,154374,614675,838394,9,16090,138259,169204,1,283888.0,16.0,0.0,0.0,283291.0,17.6,210741.0,31.2,149483.0,46.2,96670.0,183787.0,3430.0,1.0,2041085.0,69.0,1770828.0,59.9,4000814.0,135247.0,168169.0,615053.0,1001240.0,154526.0,9.0,47,UT202147
828,2021-11-28,48,SC,8329255,407100,3436860,4485295,0,161774,188446,206296,888906,6118807,6084626,5770994,2003878,202024,2379119,3535780,1884,118841,137662,142934,213856,6102090,3080965,59.8,3048572,69.0,2877082,71.3,905331,96.6,2634512,51.2,2631620,59.5,2487095,61.6,788090,84.1,190343,974936,1468909,324,190299,974848,1466149,324,189749,972929,1324095,322,29822,336026,422049,193,511988.0,19.4,0.0,0.0,511548.0,20.6,433725.0,29.4,324222.0,41.1,189541.0,313567.0,8566.0,314.0,3079832.0,63.4,2633979.0,54.2,6117120.0,125964.0,171516.0,974861.0,1468493.0,190301.0,324.0,47,SC202147
829,2021-11-28,48,OR,7955455,427200,3071100,4457155,0,188619,218091,237393,1038460,6122487,6054373,5690484,1698448,246007,2285480,3584923,6077,145160,165975,169806,221706,6118738,2996512,71.0,2934862,80.5,2743750,81.9,727150,94.9,2692675,63.8,2686844,73.7,2516020,75.1,677123,88.4,232692,960298,1498076,1609,232689,960294,1492257,1604,231882,957459,1325157,1522,51180,305891,319307,745,617395.0,22.9,0.0,0.0,616897.0,24.5,467480.0,36.4,336828.0,49.7,249392.0,358747.0,9054.0,202.0,2996497.0,75.1,2692668.0,67.5,6122472.0,153448.0,199389.0,960297.0,1498071.0,232691.0,1609.0,47,OR202147
830,2021-11-28,48,GU,262750,21500,76580,164670,0,155945,200090,229388,1635950,272325,271668,244718,39791,10821,87477,173983,44,161628,206881,213645,247749,272770,135014,80.1,134369,99.9,120032,99.9,16780,99.9,123273,73.2,123260,93.9,110744,96.7,15801,98.4,10099,37583,75591,0,10098,37582,75580,0,10093,37569,63082,0,549,6468,8784,0,21079.0,17.1,0.0,0.0,21062.0,19.0,14888.0,33.9,7428.0,47.0,7134.0,13807.0,138.0,0.0,135009.0,88.4,123272.0,80.7,272319.0,178265.0,172001.0,37582.0,75591.0,10099.0,0.0,47,GU202147
831,2021-11-28,48,PA,23661345,1355600,9328320,12977425,0,184826,213521,232718,988624,18031448,17875744,16883935,5481567,655703,7077762,10296639,1344,140849,161311,166060,229032,18088820,10349983,80.8,10197826,92.0,9635035,94.8,3021764,99.9,7430988,58.0,7429253,67.0,7006002,68.9,2023996,84.6,658214,2769772,4002423,579,658146,2769627,4000902,578,657729,2767750,3579986,537,84623,951383,987728,262,943177.0,12.7,0.0,0.0,942380.0,13.5,751313.0,19.0,525379.0,26.0,418812.0,520769.0,3571.0,25.0,10348701.0,85.5,7430544.0,61.4,18029784.0,148956.0,195483.0,2769660.0,4002139.0,658166.0,579.0,47,PA202147
832,2021-11-28,48,MP,99180,3200,21320,74660,0,191279,234524,274927,2641980,78375,77051,68006,6986,933,10162,67280,0,151154,182197,188513,186095,78469,38485,74.2,37162,87.9,32431,89.9,3002,80.0,35240,68.0,35239,83.3,30922,85.7,2920,77.8,923,4684,29633,0,923,4684,29632,0,923,4683,25316,0,99,471,2350,0,5628.0,16.0,0.0,0.0,5623.0,18.2,3517.0,27.9,1172.0,40.1,490.0,5125.0,13.0,0.0,38484.0,80.0,35240.0,73.3,78374.0,162933.0,206187.0,4684.0,29633.0,923.0,0.0,47,MP202147
833,2021-11-21,47,CT,6725585,310800,2641700,3773085,0,188641,216539,236996,1067140,5843274,5791573,5387167,1575289,221924,2172467,3447701,1182,163894,186467,189833,249949,5849475,2950640,82.8,2900357,93.4,2686251,94.7,689704,99.9,2554791,71.7,2554199,82.2,2368405,83.5,592250,94.0,215638,903882,1434849,422,215557,903593,1434630,419,215458,903396,1249235,316,21409,233107,337641,93,516020.0,20.2,0.0,0.0,515724.0,21.8,421868.0,33.3,294261.0,49.7,217675.0,292904.0,5427.0,14.0,2949409.0,87.2,2554359.0,75.5,5841633.0,172647.0,198771.0,903675.0,1434704.0,215559.0,421.0,46,CT202146
834,2021-11-21,47,NH,2614360,150000,979420,1484940,0,192273,218123,236710,1029830,2078733,2066368,1937274,600542,100889,792506,1185278,60,152881,172403,175405,236561,2073171,1146737,84.3,1134602,94.7,1073876,97.2,356601,99.9,870128,64.0,869887,72.6,819260,74.2,229760,90.5,75485,329566,465008,69,75459,329460,464899,69,75429,329308,414458,65,15661,96061,118003,35,48562.0,5.6,0.0,0.0,48515.0,5.9,38422.0,8.1,25816.0,11.2,19666.0,28068.0,820.0,8.0,1145855.0,88.4,869914.0,67.1,2077600.0,160298.0,201711.0,329461.0,464925.0,75459.0,69.0,46,NH202146
835,2021-11-21,47,DE,1848595,81400,733600,1033595,0,189840,220121,240017,978579,1386779,1381674,1297334,444460,53676,534331,797101,1671,142414,164523,168443,235281,1360598,694440,71.3,689460,82.1,646795,84.0,197418,99.9,593434,60.9,593373,70.7,557010,72.3,171926,91.0,52412,215875,324613,534,52402,215863,324574,534,52355,215750,288378,527,9525,70645,91469,287,108110.0,18.2,0.0,0.0,108026.0,19.4,93253.0,28.4,70858.0,41.2,42827.0,64205.0,1072.0,6.0,694309.0,75.5,593405.0,64.6,1386620.0,150876.0,201143.0,215864.0,324599.0,52408.0,534.0,46,DE202146
