,Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Administered_5Plus,Admin_Per_100k_5Plus,Distributed_Per_100k_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Janssen_5Plus,Series_Complete_Unk_Manuf_5Plus,week,uid
1471,2021-09-19,38,CA,57642985,2659600,22469040,32514345,0,145886,171321,188268,987356,49650661,49521437,45854474,10521753,1828194,19132224,28677463,12780,125659,147183,149765,180225,49647034,27939552,70.7,27859333,82.8,25830277,84.4,5766314,98.8,22870134,57.9,22821383,67.8,21182748,69.2,4663383,79.9,1816090,8421900,12628300,3844,1815748,8421473,12580326,3836,1808663,8396730,10973761,3594,182063,2362617,2117467,1236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,CA202137
1472,2021-09-19,38,SD,1151925,61700,496540,593685,0,130211,156066,172558,758489,935805,935755,877168,271755,31987,384664,519074,80,105781,126779,131400,178938,938837,514957,58.2,514905,69.8,480981,72.1,143911,94.8,449079,50.8,449066,60.8,424856,63.6,133818,88.1,32010,181377,235672,20,32008,181375,235663,20,31987,181320,211529,20,4322,68554,60929,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,SD202137
1473,2021-09-19,38,PR,4936090,191100,2007580,2737410,0,154557,173300,188331,909161,4573230,4571679,4210338,1128868,130212,1851152,2591475,391,143196,160506,160641,166094,4601800,2497297,78.2,2496066,87.6,2299318,87.7,603981,88.9,2188664,68.5,2188298,76.8,2021630,77.1,539892,79.4,129509,853607,1205499,49,129461,853549,1205239,49,129345,853223,1039015,47,22219,268968,248696,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,PR202137
1474,2021-09-19,38,FL,32054095,1734000,12602680,17717415,0,149243,171449,185844,712735,26133526,26124655,24710983,8580703,1191364,9902342,14951996,87824,121677,139734,143270,190795,25824876,14177664,66.0,14169687,75.8,13384543,77.6,4302584,95.7,11993732,55.8,11992047,64.1,11387512,66.0,3760530,83.6,1174405,4298940,6493811,26576,1173626,4298262,6493586,26573,1172930,4297434,5890733,26415,196286,1831476,1716349,16419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,FL202137
1475,2021-09-19,38,MN,7644010,365000,2959580,4319430,0,135541,159981,176272,830526,6563948,6544456,6078655,1664210,292260,2467396,3802369,1923,116390,136968,140175,180817,6583053,3554649,63.0,3543496,74.2,3299970,76.1,870260,94.6,3244175,57.5,3236097,67.7,3015504,69.5,820222,89.1,292904,1158790,1791828,653,292883,1158778,1783783,653,292377,1156703,1565792,632,47953,345334,426783,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,MN202137
1476,2021-09-19,38,ND,903210,38200,361160,503850,0,118522,141736,155220,753648,728182,727138,689349,201506,32090,293891,401990,211,95554,114106,118467,168139,695251,383121,50.3,382504,60.0,362846,62.4,103261,86.2,330222,43.3,329875,51.8,314256,54.0,91662,76.5,29118,130479,170623,2,29115,130474,170284,2,28988,130284,154982,2,3801,45067,42794,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,ND202137
1477,2021-09-19,38,NC,14071400,657900,5634920,7778580,0,134166,156601,171867,803578,11015345,11001188,10314282,2985262,411946,4181939,6420962,498,105027,122432,125978,170480,10907728,6120727,58.4,6111902,68.0,5728862,70.0,1561275,89.2,5105594,48.7,5100281,56.8,4803666,58.7,1391184,79.4,404744,1859683,2841080,87,404722,1859590,2835882,87,403370,1856833,2543378,85,46063,668154,676925,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,NC202137
1478,2021-09-19,38,WV,2947735,116000,1173920,1657815,0,164481,189220,205764,803173,1534261,1533322,1461881,547515,41085,695310,797494,372,85610,98426,102045,149182,1547131,856953,47.8,856325,55.0,814041,56.8,290663,79.2,719461,40.1,719166,46.2,689091,48.1,261029,71.1,42845,315310,361065,241,42831,315224,360870,241,42779,315013,331079,220,6711,133037,121179,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,WV202137
1479,2021-09-12,37,AK,994325,59300,407820,527205,0,135921,163305,180274,1085650,754497,752349,701302,149940,32553,304206,417416,322,103137,123563,127148,163711,749076,407843,55.8,406514,66.8,377970,68.5,78022,85.2,353332,48.3,352519,57.9,330116,59.9,73003,79.7,30313,138001,184960,58,30311,137997,184153,58,30180,137622,162260,54,2991,40732,29254,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,AK202136
1480,2021-09-12,37,NY,28189805,1253900,10994700,15941205,0,144908,168064,182751,855235,25016890,25014581,23471599,5691102,1089843,9494525,14424096,8426,128598,149134,152163,172659,24952009,13437403,69.1,13435736,80.1,12589336,81.6,2975221,90.3,12000031,61.7,11999327,71.5,11300807,73.3,2739987,83.1,1036263,4394336,6567267,2165,1036136,4394171,6566869,2151,1035569,4392627,5870550,2061,169341,1303377,1266331,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,NY202136
1481,2021-09-12,37,DC,1187865,54400,464000,669465,0,168313,194811,205662,1360000,968037,967946,932212,183032,30353,369279,567975,430,137164,158744,161399,209555,879638,485544,68.8,485437,79.6,462692,80.1,79632,91.2,413073,58.5,413024,67.7,397250,68.8,71289,81.6,34078,152042,226709,244,34075,152036,226671,242,34057,151984,210982,227,2458,39013,29788,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,DC202136
1482,2021-09-12,37,AZ,9605950,431000,3940760,5234190,0,131973,154783,170364,734045,7974400,7973358,7445388,2302794,281980,3274475,4406129,11816,109558,128477,132046,175969,7843156,4219928,58.0,4219014,68.0,3932430,69.7,1154372,88.2,3614798,49.7,3614433,58.2,3385603,60.0,1007456,77.0,272793,1419278,1919053,3674,272559,1419254,1918947,3673,272395,1418752,1690827,3629,45135,495318,465045,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,AZ202136
1483,2021-09-12,37,MA,10685270,444700,4328980,5911590,0,155027,177592,192885,913793,9604146,9575637,8913762,2145124,327815,3746487,5529621,223,139342,159150,160907,183449,9609672,5254769,76.2,5237991,87.1,4875989,88.0,1158185,99.0,4603589,66.8,4592117,76.3,4289707,77.4,1032390,88.3,329465,1718593,2555421,110,329458,1718585,2543964,110,328258,1713310,2248044,95,68179,468402,495772,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,MA202136
1484,2021-09-12,37,KY,5472135,266500,2392820,2812815,0,122483,143770,157935,729070,4714564,4713434,4442428,1273838,194613,1990693,2528515,743,105526,123837,128216,169717,4732849,2626567,58.8,2626174,69.0,2471517,71.3,684949,91.3,2235662,50.0,2235592,58.7,2118776,61.2,618196,82.4,191809,900348,1142437,1068,191781,900336,1142409,1066,191691,900143,1025905,1037,37496,282137,297990,573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,KY202136
1485,2021-09-12,37,MH,51300,10800,40500,0,0,87823,102839,112755,518339,39571,39541,39465,2266,1909,37662,0,0,67743,79266,86742,22896,39624,22183,38.0,22161,44.4,22103,48.6,1268,12.8,19206,32.9,19196,38.5,19167,42.1,1088,11.0,1900,17295,11,0,1898,17287,11,0,1892,17266,9,0,92,996,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,MH202136
1486,2021-09-12,37,PR,4404470,190000,1992220,2222250,0,137911,154635,168048,811244,4473274,4471752,4123544,1116006,128622,1817018,2527255,379,140066,156998,157329,164202,4502172,2468517,77.3,2467304,86.6,2273979,86.8,599830,88.3,2132882,66.8,2132524,74.9,1975295,75.4,534101,78.6,128011,838981,1165843,47,127963,838923,1165591,47,127848,838604,1008797,46,21990,267191,244911,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,PR202136
1487,2021-09-12,37,LTC,94566025,2474700,27767920,64323405,0,0,0,0,0,7946892,0,0,0,28386,2028763,5882587,7156,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,LTC202136
1488,2021-09-12,37,FL,31395555,1694500,12400160,17300895,0,146177,167926,182026,698092,25770898,25762061,24388405,8519517,1183926,9786215,14715807,84950,119989,137794,141400,189435,25459337,14039209,65.4,14031261,75.0,13261425,76.9,4287857,95.3,11809414,55.0,11807738,63.2,11227373,65.1,3742154,83.2,1166883,4234526,6382194,25811,1166106,4233851,6381973,25808,1165419,4233058,5803242,25654,195511,1823193,1707424,16026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,FL202136
1489,2021-09-12,37,AS,62040,600,15600,45840,0,111404,130454,143032,657482,58459,58444,49692,5274,546,14841,43071,1,104974,122893,114564,55892,58738,32387,58.2,32377,68.1,27214,62.7,2821,29.9,26666,47.9,26661,56.1,23103,53.3,2549,27.0,554,6489,19623,0,554,6488,19619,0,553,6475,16075,0,25,1051,1473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,AS202136
1490,2021-09-12,37,ID,2091190,100100,857180,1133910,0,117018,0,156191,719438,1501719,0,1500669,481695,63184,623383,813308,1844,84033,0,112085,165719,1507336,811995,45.4,0,0.0,809908,60.5,246867,84.9,717382,40.1,0,0.0,716127,53.5,231418,79.6,62840,283286,370770,486,0,0,0,0,62819,283265,369559,484,10733,106734,113747,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,ID202136
1491,2021-09-12,37,SC,6569085,313300,2808080,3447705,0,127587,148623,162701,701059,5005010,4997143,4742177,1591897,175761,1973195,2854903,1151,97209,113058,117452,169889,4984519,2744900,53.3,2739963,62.0,2592213,64.2,836675,89.3,2313405,44.9,2310549,52.3,2201429,54.5,744731,79.5,172811,863850,1276479,265,172767,863764,1273753,265,172233,861946,1166987,263,28067,317461,399035,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,SC202136
1492,2021-09-12,37,NC,13789810,646500,5548420,7594890,0,131481,153467,168428,787497,10838696,10824547,10158204,2963358,404282,4131491,6302453,470,103343,120467,124072,169229,10732346,6033903,57.5,6025083,67.1,5651055,69.0,1550765,88.6,5019986,47.9,5014676,55.8,4729270,57.8,1385079,79.1,397272,1834700,2787931,83,397250,1834607,2782736,83,395923,1831895,2501371,81,45453,665768,673819,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,NC202136
1493,2021-09-12,37,RP,29820,3800,20800,5220,0,166527,195004,213809,982861,29736,29736,27350,3194,2297,23828,3611,0,166058,194455,196100,105274,29988,17312,96.7,17312,99.9,16008,99.9,1773,58.4,14971,83.6,14971,97.9,13884,99.5,1695,55.9,2302,11446,1223,0,2302,11446,1223,0,2302,11446,136,0,227,1456,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,RP202136
1494,2021-09-12,37,VI,110340,900,28500,80940,0,105407,123430,135332,622089,98481,98393,93918,27043,1357,27137,69987,0,94078,110065,115190,152467,96037,52309,50.0,52244,58.4,49760,61.0,14450,81.5,44713,42.7,44686,50.0,42719,52.4,12948,73.0,1319,12285,31106,3,1316,12277,31090,3,1313,12262,29141,3,417,4892,7636,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,VI202136
1495,2021-09-12,37,OH,14349595,655500,5944360,7749735,0,122760,143486,157496,701239,11844600,11844251,11190069,3493647,491425,4669661,6666415,17099,101330,118434,122818,170728,11709092,6234675,53.3,6234335,62.3,5884727,64.6,1770371,86.5,5753509,49.2,5753417,57.5,5456320,59.9,1694363,82.8,475081,2173016,3100496,4916,475061,2173002,3100438,4916,474853,2172575,2804071,4821,84891,770059,836949,2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,OH202136
1496,2021-09-12,37,TN,8221680,367800,3270360,4583520,0,120391,140889,154568,719060,6543405,6542593,6226852,1936303,202410,2544154,3770204,26637,95815,112116,117065,169347,6408934,3484047,51.0,3483352,59.7,3302969,62.1,965749,84.5,2949480,43.2,2949321,50.5,2819964,53.0,876092,76.6,195541,1105423,1641408,7108,195499,1105406,1641308,7108,195340,1104994,1512583,7047,32337,437176,402656,3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,TN202136
1497,2021-09-12,37,MI,13155800,651800,5495040,7008960,0,131731,153063,167741,745202,10337553,10337093,9747830,2959446,362116,4100179,5873701,1557,103512,120269,124288,167636,10562905,5578561,55.9,5578154,64.9,5261807,67.1,1545662,87.6,5112061,51.2,5111949,59.5,4841308,61.7,1467376,83.1,368419,1959152,2783640,850,368402,1959131,2783567,849,368149,1958546,2513813,800,66025,732538,668305,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,MI202136
1498,2021-09-12,37,WI,7139395,318700,2922300,3898395,0,122619,142794,156709,701838,6606629,6606166,6209165,1909405,268645,2614971,3722157,856,113469,132129,136290,187704,6564107,3479818,59.8,3479294,69.6,3263341,71.6,946962,93.1,3203671,55.0,3203493,64.1,3026425,66.4,914424,89.9,260544,1216177,1726578,372,260527,1216162,1726432,372,260372,1215888,1549804,361,27591,442206,444467,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,WI202136
1499,2021-09-12,37,NE,2449070,108100,945100,1395870,0,126606,151419,167936,783808,2103275,2102933,1958683,569286,77028,797801,1224124,4322,108730,130019,134310,182196,2111827,1126523,58.2,1126256,69.6,1048273,71.9,284056,90.9,1026232,53.1,1026154,63.4,960295,65.8,272630,87.3,77139,376134,571765,1194,77122,376115,571725,1192,77070,375992,506084,1149,6328,133078,132463,761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,NE202136
1500,2021-09-12,37,NJ,13465215,606300,5314620,7544295,0,151598,176747,193922,912565,11246757,11245907,10443354,2553013,430552,4388464,6427711,30,126621,147616,150402,173023,11573702,6321272,71.2,6320450,83.0,5874932,84.6,1384256,93.8,5572323,62.7,5572146,73.1,5207896,75.0,1264663,85.7,436323,2065284,3070579,137,436262,2065252,3070495,137,436049,2064729,2706993,125,84362,591350,588913,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,NJ202136
1501,2021-09-12,37,VA,12251145,545500,4662740,7042905,0,143531,167664,183547,901545,10481448,10450331,9686233,2395370,384173,3840757,6252990,3528,122798,143019,145119,176272,10486121,5680740,66.6,5662439,77.5,5253195,78.7,1260747,92.8,4990367,58.5,4978429,68.1,4633204,69.4,1147747,84.5,376753,1769996,2842327,1291,376660,1769825,2830655,1289,375226,1764700,2492076,1202,66641,542869,537757,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,VA202136
1502,2021-09-12,37,UT,3883720,172400,1493720,2217600,0,121141,149820,170730,1061500,3315407,3314554,3016797,644011,144887,1264499,1906020,1,103414,127864,132620,176021,3288699,1843649,57.5,1843032,71.1,1675921,73.7,343153,93.8,1563550,48.8,1563285,60.3,1436342,63.1,301139,82.3,142354,570636,850556,4,142321,570605,850355,4,142189,570295,723854,4,15401,130721,155016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,UT202136
1503,2021-09-12,37,TX,40417915,1894600,15734580,22788735,0,139392,167701,187154,1082360,31120222,31114101,28667467,6412806,1214183,12008764,17896414,861,107326,129098,132744,171730,30328113,16921264,58.4,16916188,70.2,15525260,71.9,3303031,88.5,14218295,49.0,14215452,59.0,13075952,60.5,2957406,79.2,1179793,5299948,7737780,774,1179557,5298888,7736233,774,1085005,4874133,7116102,712,245397,1102389,1609458,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,TX202136
1504,2021-09-12,37,HI,2219230,81700,874500,1263030,0,156739,183239,198855,826689,1825240,1820643,1710461,501195,45746,611978,1073705,93811,128913,150329,153267,186701,1841966,1069258,75.5,1065439,88.0,996655,89.3,276530,99.9,798189,56.4,796678,65.8,754129,67.6,230566,85.9,46404,266407,467291,18087,46368,266357,465877,18076,46246,265812,424001,18070,9430,95906,123818,1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,HI202136
1505,2021-09-12,37,DD2,4993960,193400,1877720,2922840,0,0,0,0,0,5285615,5285386,5014419,386722,225626,1976957,3080808,2224,0,0,0,0,5285615,2936125,0.0,2935950,0.0,2783256,0.0,203108,0.0,2213225,0.0,2213160,0.0,2100437,0.0,149190,0.0,201371,786039,1225807,8,201350,786024,1225778,8,201204,785915,1113310,8,7030,53020,89140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,DD2202136
1506,2021-09-12,37,RI,1665025,61600,677460,925965,0,157173,179519,194770,890169,1421062,1420954,1327880,358803,51469,544891,824062,640,134143,153204,155332,191826,1435935,775012,73.2,774888,83.5,723555,84.6,184848,98.8,700151,66.1,700106,75.5,656603,76.8,174971,93.5,51685,257681,390640,145,51684,257677,390601,144,51665,257608,347187,143,6155,79609,89160,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,RI202136
1507,2021-09-12,37,OR,6443075,310200,2618660,3514215,0,152761,176631,192263,841045,5083677,5069663,4749583,1309099,210820,1938671,2930620,3566,120531,138980,141729,170883,5098033,2754554,65.3,2746494,75.3,2573195,76.8,690760,90.2,2495113,59.2,2489382,68.2,2343074,69.9,653871,85.4,207552,910070,1376691,800,207549,910066,1370971,796,206762,907284,1228271,757,48891,296276,308345,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,OR202136
1508,2021-09-12,37,FM,80600,10200,68600,1800,0,77767,91064,99844,458972,68640,68626,68023,5461,11238,56797,605,0,66227,77536,84264,31097,69155,43077,41.6,43064,48.7,42460,52.6,3395,19.3,35684,34.4,35676,40.3,35657,44.2,3009,17.1,10667,24914,102,1,10660,24913,102,1,10646,24909,101,1,1000,2002,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,FM202136
1509,2021-09-12,37,IH2,2024185,74700,992980,956505,0,97185,0,0,0,1603296,1602700,1471568,286395,31115,811742,760439,0,76977,0,0,0,1603296,888255,42.6,887845,0.0,813818,0.0,154233,0.0,731995,35.1,731824,0.0,674855,0.0,129752,0.0,30984,359776,341235,0,30963,359701,341160,0,30929,359488,284438,0,3048,73553,53151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,IH2202136
1510,2021-09-12,37,VT,1014250,52800,436120,525330,0,162543,184091,198879,811147,883717,883407,825035,254394,42907,355728,484345,737,141624,160342,161777,203452,871385,479143,76.8,478842,86.9,447373,87.7,127883,99.9,428029,68.6,427995,77.7,400568,78.5,118572,94.8,41566,162011,224203,249,41551,162005,224190,249,41501,161977,196858,232,2253,57641,58530,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,VT202136
1511,2021-09-12,37,CO,7948785,340300,3203000,4405485,0,138030,161035,176670,943575,6972213,6952147,6469063,1500487,260509,2779840,3927220,4644,121072,140844,143782,178118,6938031,3706962,64.4,3695149,74.9,3437283,76.4,762270,90.5,3339216,58.0,3331131,67.5,3107178,69.1,695655,82.6,256151,1286714,1794953,1398,256128,1286699,1786907,1397,254982,1283086,1567760,1350,23350,340298,331521,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,CO202136
1512,2021-09-12,37,GA,13903725,599200,5739620,7564905,0,130952,154690,171364,916555,10119826,10117374,9520823,2547566,264770,4115439,5733200,6417,95313,112564,117345,167940,10139650,5605337,52.8,5603186,62.3,5244717,64.6,1305209,86.0,4543373,42.8,4542920,50.5,4302963,53.0,1133584,74.7,263173,1798454,2479583,2163,263072,1798408,2479280,2160,262771,1797765,2240397,2030,31427,623798,477364,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,GA202136
